id,group_id,question_number,question_text,correct_answer,explanation,display_order
161,94,161,"At 11:43 A.M., what does Ms. Glatt most likely mean when she writes, ""Sounds great""?",A,She is responding positively to Daniel Seidal's offer to attend the marketing meeting from 2:00 to 2:15.,4
162,95,162,What does Ms. McFarland mention about Mr. Wilkins?,A,,1
163,95,163,"The word ""convey"" in paragraph 1, line 5, is closest in meaning to",B,,2
164,95,164,Why does Ms. McFarland want to leave her current position?,D,,3
165,95,165,Why does Ms. McFarland mention her travels?,D,,4
166,96,166,What does Trexdale Supply make?,C,,1
167,96,167,What did Trexdale Supply do in a recent project?,A,,2
168,96,168,What method of communicating with Trexdale Supply is mentioned?,D,,3
169,97,169,What work experience would best qualify a candidate for the position?,A,,1
170,97,170,"According to the advertisement, what should people interested in applying do next?",C,,2
171,97,171,"In which of the positions marked [1], [2], [3], and [4] does the following sentence best belong? ""Many of the world's best-known brands rely on our product demonstrators to generate positive impressions of their products.""",B,,3
172,98,172,What is the purpose of the article?,B,,1
173,98,173,How much do the Gorman Pro Phone 4 wireless headphones cost?,C,,2
174,98,174,What does the Pro Phone 4 have in common with prior models?,D,,3
175,98,175,"In which of the positions marked [1], [2], [3], and [4] does the following sentence best belong? ""These upgrades do come at a cost.""",A,,4
176,99,176,What does Ms. Xi's request indicate about the company?,C,,1
177,99,177,"In the e-mail, the word ""regular"" in paragraph 1, line 6, is closest in meaning to",A,,2
178,99,178,Where did Mr. Arnold learn about the details of Ms. Xi's request?,B,,3
179,99,179,How does Mr. Arnold try to satisfy Ms. Xi's request?,D,,4
180,99,180,What does Mr. Arnold ask Ms. Xi to do?,C,,5
181,100,181,"In the e-mail, what is suggested about Mr. Merson?",A,,1
182,100,182,"In the review, what is indicated about Neptune's Voyage?",B,,2
183,100,183,What can be concluded about Ms. Hanshu?,B,,3
184,100,184,What does Mr. Weber find exciting about Neptune's Voyage?,D,,4
185,100,185,When will Neptune's Voyage be available?,D,,5
186,101,186,"According to the schedule, who is Ms. Jones?",C,,1
187,101,187,What is the purpose of the e-mail?,A,,2
188,101,188,When did Mr. Fabre most likely first listen to Wonder Ridge Radio?,C,,3
189,101,189,What does the job advertisement suggest applicants must have?,B,,4
190,101,190,What radio program will probably receive the most support from the programming assistant?,A,,5
191,102,191,What do the instructions indicate about records requests?,B,,1
192,102,192,"According to the e-mail, how does Mr. Brandenberg plan to use some public information?",B,,2
193,102,193,What does the sign indicate visitors must do before entering a building?,D,,3
194,102,194,What was Mr. Brandenberg expecting to receive?,A,,4
195,102,195,What room will Mr. Brandenberg most likely visit?,D,,5
196,103,196,What does the review mention about Mr. Eklund?,C,,1
197,103,197,Where most likely will Ms. Joshi meet Mr. Eklund?,A,,2
198,103,198,"According to the first e-mail, what is one reason Ms. Joshi will travel in April?",D,,3
199,103,199,What is the purpose of the second e-mail?,B,,4
200,103,200,What can be concluded about Mr. Eklund?,C,,5
