id,question_id,option_label,option_text,is_correct,display_order,created_at
41,11,A,A man is washing some dishes.,f,1,2026-08-09 17:24:00.807443
42,11,B,A man is reading a newspaper at a café.,t,2,2026-08-09 17:24:00.807443
43,11,C,A man is leaving the café.,f,3,2026-08-09 17:24:00.807443
44,11,D,A man is ordering a meal.,f,4,2026-08-09 17:24:00.807443
45,12,A,A woman is closing a library door.,f,1,2026-08-09 17:24:00.807443
46,12,B,A woman is borrowing a book.,f,2,2026-08-09 17:24:00.807443
47,12,C,A woman is sitting at a desk.,f,3,2026-08-09 17:24:00.807443
48,12,D,A woman is placing books on a shelf.,t,4,2026-08-09 17:24:00.807443
49,13,A,A man is repairing a suitcase.,f,1,2026-08-09 17:24:00.807443
50,13,B,A man is waiting beside a bus.,f,2,2026-08-09 17:24:00.807443
51,13,C,A man is opening a car trunk.,f,3,2026-08-09 17:24:00.807443
52,13,D,A man is carrying a suitcase.,t,4,2026-08-09 17:24:00.807443
53,14,A,A woman is sweeping the floor.,f,1,2026-08-09 17:24:00.807443
54,14,B,A woman is buying some furniture.,f,2,2026-08-09 17:24:00.807443
55,14,C,A woman is arranging flowers in a vase.,t,3,2026-08-09 17:24:00.807443
56,14,D,A woman is washing a vase.,f,4,2026-08-09 17:24:00.807443
57,15,A,A man is writing on a whiteboard.,t,1,2026-08-09 17:24:00.807443
58,15,B,A man is opening a window.,f,2,2026-08-09 17:24:00.807443
59,15,C,A man is cleaning the floor.,f,3,2026-08-09 17:24:00.807443
60,15,D,A man is carrying a chair.,f,4,2026-08-09 17:24:00.807443
61,16,A,Some people are waiting for a bus.,t,1,2026-08-09 17:24:00.807443
62,16,B,Some people are entering a restaurant.,f,2,2026-08-09 17:24:00.807443
63,16,C,Some people are getting off a train.,f,3,2026-08-09 17:24:00.807443
64,16,D,Some people are carrying bicycles.,f,4,2026-08-09 17:24:00.807443
65,17,A,A woman is opening a suitcase.,f,1,2026-08-09 17:24:00.807443
66,17,B,A woman is repairing a clock.,f,2,2026-08-09 17:24:00.807443
67,17,C,A woman is writing a report.,f,3,2026-08-09 17:24:00.807443
68,17,D,A woman is checking her watch.,t,4,2026-08-09 17:24:00.807443
69,18,A,A man is paying at a restaurant.,f,1,2026-08-09 17:24:00.807443
70,18,B,A man is carrying a briefcase.,f,2,2026-08-09 17:24:00.807443
71,18,C,A man is pushing a shopping cart.,t,3,2026-08-09 17:24:00.807443
72,18,D,A man is stocking a refrigerator.,f,4,2026-08-09 17:24:00.807443
73,19,A,A woman is typing on a keyboard.,t,1,2026-08-09 17:24:00.807443
74,19,B,A woman is cleaning a computer screen.,f,2,2026-08-09 17:24:00.807443
75,19,C,A woman is moving a desk.,f,3,2026-08-09 17:24:00.807443
76,19,D,A woman is answering a telephone.,f,4,2026-08-09 17:24:00.807443
77,20,A,A man is opening a gate.,f,1,2026-08-09 17:24:00.807443
78,20,B,A man is washing a bicycle.,f,2,2026-08-09 17:24:00.807443
79,20,C,A man is sweeping the sidewalk.,t,3,2026-08-09 17:24:00.807443
80,20,D,A man is planting flowers.,f,4,2026-08-09 17:24:00.807443
81,21,A,A woman is painting a ceiling.,f,1,2026-08-09 17:24:00.807443
82,21,B,A woman is hanging a picture on a wall.,t,2,2026-08-09 17:24:00.807443
83,21,C,A woman is moving a sofa.,f,3,2026-08-09 17:24:00.807443
84,21,D,A woman is opening a closet.,f,4,2026-08-09 17:24:00.807443
85,22,A,A man is carrying a tray.,f,1,2026-08-09 17:24:00.807443
86,22,B,A man is pouring coffee into a cup.,t,2,2026-08-09 17:24:00.807443
87,22,C,A man is washing a coffee machine.,f,3,2026-08-09 17:24:00.807443
88,22,D,A man is cleaning a table.,f,4,2026-08-09 17:24:00.807443
89,23,A,A woman is riding a horse.,f,1,2026-08-09 17:24:00.807443
90,23,B,A woman is walking through a park.,t,2,2026-08-09 17:24:00.807443
91,23,C,A woman is watering a lawn.,f,3,2026-08-09 17:24:00.807443
92,23,D,A woman is taking a photograph.,f,4,2026-08-09 17:24:00.807443
1790,323,B,before lunch,f,2,2026-08-09 21:13:23.227169
93,24,A,A man is unloading luggage from a train.,f,1,2026-08-09 17:24:00.807443
94,24,B,A man is driving a bus.,f,2,2026-08-09 17:24:00.807443
95,24,C,A man is repairing a door.,f,3,2026-08-09 17:24:00.807443
96,24,D,A man is loading boxes into a van.,t,4,2026-08-09 17:24:00.807443
97,25,A,A woman is closing a curtain.,f,1,2026-08-09 17:24:00.807443
98,25,B,A woman is looking through a window.,t,2,2026-08-09 17:24:00.807443
99,25,C,A woman is opening a door.,f,3,2026-08-09 17:24:00.807443
100,25,D,A woman is washing a window.,f,4,2026-08-09 17:24:00.807443
101,26,A,A man is painting a bicycle.,f,1,2026-08-09 17:24:00.807443
102,26,B,A man is adjusting a bicycle.,t,2,2026-08-09 17:24:00.807443
103,26,C,A man is carrying a bicycle upstairs.,f,3,2026-08-09 17:24:00.807443
104,26,D,A man is riding a motorcycle.,f,4,2026-08-09 17:24:00.807443
105,27,A,Some people are walking through a hallway.,f,1,2026-08-09 17:24:00.807443
106,27,B,Some people are sitting around a conference table.,t,2,2026-08-09 17:24:00.807443
107,27,C,Some people are standing in an elevator.,f,3,2026-08-09 17:24:00.807443
108,27,D,Some people are waiting at a ticket counter.,f,4,2026-08-09 17:24:00.807443
109,28,A,A woman is washing dishes.,f,1,2026-08-09 17:24:00.807443
110,28,B,A woman is cutting vegetables.,t,2,2026-08-09 17:24:00.807443
111,28,C,A woman is serving a customer.,f,3,2026-08-09 17:24:00.807443
112,28,D,A woman is opening a refrigerator.,f,4,2026-08-09 17:24:00.807443
113,29,A,A man is carrying a suitcase.,f,1,2026-08-09 17:24:00.807443
114,29,B,A man is reading a magazine.,f,2,2026-08-09 17:24:00.807443
115,29,C,A man is repairing a camera.,f,3,2026-08-09 17:24:00.807443
116,29,D,A man is taking a photograph.,t,4,2026-08-09 17:24:00.807443
117,30,A,A woman is shredding a document.,f,1,2026-08-09 17:24:00.807443
118,30,B,A woman is placing a document in a folder.,t,2,2026-08-09 17:24:00.807443
119,30,C,A woman is carrying a box.,f,3,2026-08-09 17:24:00.807443
120,30,D,A woman is printing a photograph.,f,4,2026-08-09 17:24:00.807443
121,31,A,A man is carrying a raincoat.,f,1,2026-08-09 17:24:00.807443
122,31,B,A man is closing a window.,f,2,2026-08-09 17:24:00.807443
123,31,C,A man is opening an umbrella.,t,3,2026-08-09 17:24:00.807443
124,31,D,A man is washing a car.,f,4,2026-08-09 17:24:00.807443
125,32,A,A woman is placing plates on a table.,t,1,2026-08-09 17:24:00.807443
126,32,B,A woman is carrying a chair.,f,2,2026-08-09 17:24:00.807443
127,32,C,A woman is opening a cabinet.,f,3,2026-08-09 17:24:00.807443
128,32,D,A woman is washing a plate.,f,4,2026-08-09 17:24:00.807443
129,33,A,A man is walking along a sidewalk.,t,1,2026-08-09 17:24:00.807443
130,33,B,A man is waiting for a bus.,f,2,2026-08-09 17:24:00.807443
131,33,C,A man is repairing a sidewalk.,f,3,2026-08-09 17:24:00.807443
132,33,D,A man is riding a bicycle.,f,4,2026-08-09 17:24:00.807443
133,34,A,A woman is serving food.,f,1,2026-08-09 17:24:00.807443
134,34,B,A woman is paying a bill.,f,2,2026-08-09 17:24:00.807443
135,34,C,A woman is looking at a menu.,t,3,2026-08-09 17:24:00.807443
136,34,D,A woman is cleaning a kitchen.,f,4,2026-08-09 17:24:00.807443
137,35,A,A man is painting a ladder.,f,1,2026-08-09 17:24:00.807443
138,35,B,A man is climbing a ladder.,f,2,2026-08-09 17:24:00.807443
139,35,C,A man is carrying a ladder.,t,3,2026-08-09 17:24:00.807443
140,35,D,A man is repairing a roof.,f,4,2026-08-09 17:24:00.807443
141,36,A,A woman is cleaning a closet.,f,1,2026-08-09 17:24:00.807443
142,36,B,A woman is putting clothes into a suitcase.,t,2,2026-08-09 17:24:00.807443
143,36,C,A woman is carrying a laundry basket.,f,3,2026-08-09 17:24:00.807443
144,36,D,A woman is folding a blanket.,f,4,2026-08-09 17:24:00.807443
145,37,A,A man is watering a lawn.,t,1,2026-08-09 17:24:00.807443
146,37,B,A man is mowing a lawn.,f,2,2026-08-09 17:24:00.807443
147,37,C,A man is trimming a hedge.,f,3,2026-08-09 17:24:00.807443
148,37,D,A man is planting a tree.,f,4,2026-08-09 17:24:00.807443
149,38,A,A woman is carrying a box.,f,1,2026-08-09 17:24:00.807443
150,38,B,A woman is repairing a machine.,f,2,2026-08-09 17:24:00.807443
151,38,C,A woman is cleaning a counter.,f,3,2026-08-09 17:24:00.807443
152,38,D,A woman is using a vending machine.,t,4,2026-08-09 17:24:00.807443
153,39,A,A man is washing a car.,f,1,2026-08-09 17:24:00.807443
154,39,B,A man is fastening his seat belt.,t,2,2026-08-09 17:24:00.807443
155,39,C,A man is opening a car door.,f,3,2026-08-09 17:24:00.807443
156,39,D,A man is changing a tire.,f,4,2026-08-09 17:24:00.807443
157,40,A,A woman is speaking to a receptionist.,t,1,2026-08-09 17:24:00.807443
158,40,B,A woman is opening an envelope.,f,2,2026-08-09 17:24:00.807443
159,40,C,A woman is sitting in a waiting room.,f,3,2026-08-09 17:24:00.807443
160,40,D,A woman is answering a telephone.,f,4,2026-08-09 17:24:00.807443
161,41,A,A man is cleaning a printer.,f,1,2026-08-09 17:24:00.807443
162,41,B,A man is carrying a stack of papers.,t,2,2026-08-09 17:24:00.807443
163,41,C,A man is reading a book.,f,3,2026-08-09 17:24:00.807443
164,41,D,A man is opening a cabinet.,f,4,2026-08-09 17:24:00.807443
165,42,A,A woman is washing her clothes.,f,1,2026-08-09 17:24:00.807443
166,42,B,A woman is swimming in a river.,f,2,2026-08-09 17:24:00.807443
167,42,C,A woman is fishing from a boat.,f,3,2026-08-09 17:24:00.807443
168,42,D,A woman is walking beside a river.,t,4,2026-08-09 17:24:00.807443
169,43,A,A man is cleaning a shopping cart.,f,1,2026-08-09 17:24:00.807443
170,43,B,A man is arranging food on a table.,f,2,2026-08-09 17:24:00.807443
171,43,C,A man is putting groceries into a bag.,t,3,2026-08-09 17:24:00.807443
172,43,D,A man is unloading groceries.,f,4,2026-08-09 17:24:00.807443
173,44,A,A woman is closing a suitcase.,f,1,2026-08-09 17:24:00.807443
174,44,B,A woman is moving a cabinet.,f,2,2026-08-09 17:24:00.807443
175,44,C,A woman is cleaning a mirror.,f,3,2026-08-09 17:24:00.807443
176,44,D,A woman is opening a drawer.,t,4,2026-08-09 17:24:00.807443
177,45,A,A man is repairing a bicycle.,f,1,2026-08-09 17:24:00.807443
178,45,B,A man is driving a truck.,f,2,2026-08-09 17:24:00.807443
179,45,C,A man is washing a motorcycle.,f,3,2026-08-09 17:24:00.807443
180,45,D,A man is standing beside a parked car.,t,4,2026-08-09 17:24:00.807443
181,46,A,A woman is opening a refrigerator.,f,1,2026-08-09 17:24:00.807443
182,46,B,A woman is carrying a tray of food.,t,2,2026-08-09 17:24:00.807443
183,46,C,A woman is washing a tray.,f,3,2026-08-09 17:24:00.807443
184,46,D,A woman is setting up a cash register.,f,4,2026-08-09 17:24:00.807443
185,47,A,A man is repairing a luggage cart.,f,1,2026-08-09 17:24:00.807443
186,47,B,A man is opening a suitcase.,f,2,2026-08-09 17:24:00.807443
187,47,C,A man is placing a suitcase on a luggage rack.,t,3,2026-08-09 17:24:00.807443
188,47,D,A man is carrying a suitcase outdoors.,f,4,2026-08-09 17:24:00.807443
189,48,A,A woman is reading a notice on a wall.,t,1,2026-08-09 17:24:00.807443
190,48,B,A woman is painting a wall.,f,2,2026-08-09 17:24:00.807443
191,48,C,A woman is hanging a mirror.,f,3,2026-08-09 17:24:00.807443
192,48,D,A woman is cleaning a wall.,f,4,2026-08-09 17:24:00.807443
193,49,A,A man is jogging around the park.,f,1,2026-08-09 17:24:00.807443
194,49,B,A man is walking a dog.,f,2,2026-08-09 17:24:00.807443
195,49,C,A man is sitting on a park bench.,t,3,2026-08-09 17:24:00.807443
196,49,D,A man is planting flowers.,f,4,2026-08-09 17:24:00.807443
197,50,A,A woman is using a photocopier.,t,1,2026-08-09 17:24:00.807443
198,50,B,A woman is cleaning a desk.,f,2,2026-08-09 17:24:00.807443
199,50,C,A woman is repairing a printer.,f,3,2026-08-09 17:24:00.807443
200,50,D,A woman is carrying a computer.,f,4,2026-08-09 17:24:00.807443
201,51,A,A man is carrying a ladder.,f,1,2026-08-09 17:24:00.807443
202,51,B,A man is opening a package.,f,2,2026-08-09 17:24:00.807443
203,51,C,A man is stacking boxes on a shelf.,t,3,2026-08-09 17:24:00.807443
204,51,D,A man is sweeping the floor.,f,4,2026-08-09 17:24:00.807443
205,52,A,A woman is putting on a coat.,f,1,2026-08-09 17:24:00.807443
206,52,B,A woman is washing an umbrella.,f,2,2026-08-09 17:24:00.807443
207,52,C,A woman is closing a window.,f,3,2026-08-09 17:24:00.807443
208,52,D,A woman is holding an umbrella.,t,4,2026-08-09 17:24:00.807443
209,53,A,A man is writing a letter.,f,1,2026-08-09 17:24:00.807443
210,53,B,A man is folding a newspaper.,f,2,2026-08-09 17:24:00.807443
211,53,C,A man is reading a menu.,f,3,2026-08-09 17:24:00.807443
212,53,D,A man is looking at a map.,t,4,2026-08-09 17:24:00.807443
213,54,A,A woman is carrying a basket of laundry.,t,1,2026-08-09 17:24:00.807443
214,54,B,A woman is hanging a picture.,f,2,2026-08-09 17:24:00.807443
215,54,C,A woman is cleaning a washing machine.,f,3,2026-08-09 17:24:00.807443
216,54,D,A woman is folding towels.,f,4,2026-08-09 17:24:00.807443
217,55,A,A man is carrying a table.,f,1,2026-08-09 17:24:00.807443
218,55,B,A man is washing a window.,f,2,2026-08-09 17:24:00.807443
219,55,C,A man is opening a cabinet.,t,3,2026-08-09 17:24:00.807443
220,55,D,A man is closing a refrigerator.,f,4,2026-08-09 17:24:00.807443
221,56,A,A woman is cleaning a ceiling.,f,1,2026-08-09 17:24:00.807443
222,56,B,A woman is adjusting a desk lamp.,t,2,2026-08-09 17:24:00.807443
223,56,C,A woman is replacing a light bulb.,f,3,2026-08-09 17:24:00.807443
224,56,D,A woman is moving a bookshelf.,f,4,2026-08-09 17:24:00.807443
225,57,A,A man is cleaning a table.,f,1,2026-08-09 17:24:00.807443
226,57,B,A man is pouring water into a glass.,t,2,2026-08-09 17:24:00.807443
227,57,C,A man is carrying a bottle.,f,3,2026-08-09 17:24:00.807443
228,57,D,A man is washing a glass.,f,4,2026-08-09 17:24:00.807443
229,58,A,A woman is boarding a train.,f,1,2026-08-09 17:24:00.807443
230,58,B,A woman is carrying a bicycle.,f,2,2026-08-09 17:24:00.807443
231,58,C,A woman is checking a train schedule.,t,3,2026-08-09 17:24:00.807443
232,58,D,A woman is purchasing a newspaper.,f,4,2026-08-09 17:24:00.807443
233,59,A,A man is sitting in a chair.,f,1,2026-08-09 17:24:00.807443
234,59,B,A man is arranging chairs in a room.,t,2,2026-08-09 17:24:00.807443
235,59,C,A man is repairing a table.,f,3,2026-08-09 17:24:00.807443
236,59,D,A man is opening a curtain.,f,4,2026-08-09 17:24:00.807443
237,60,A,A woman is washing a coat.,f,1,2026-08-09 17:24:00.807443
238,60,B,A woman is placing a coat on a hanger.,t,2,2026-08-09 17:24:00.807443
239,60,C,A woman is folding a blanket.,f,3,2026-08-09 17:24:00.807443
240,60,D,A woman is carrying a suitcase.,f,4,2026-08-09 17:24:00.807443
241,61,A,A man is painting a fence.,f,1,2026-08-09 17:24:00.807443
242,61,B,A man is carrying a wooden table.,f,2,2026-08-09 17:24:00.807443
243,61,C,A man is opening a toolbox.,f,3,2026-08-09 17:24:00.807443
244,61,D,A man is cutting a piece of wood.,t,4,2026-08-09 17:24:00.807443
245,62,A,A woman is carrying a printer.,f,1,2026-08-09 17:24:00.807443
246,62,B,A woman is arranging documents on a desk.,t,2,2026-08-09 17:24:00.807443
247,62,C,A woman is cleaning a computer.,f,3,2026-08-09 17:24:00.807443
248,62,D,A woman is answering the telephone.,f,4,2026-08-09 17:24:00.807443
249,63,A,A man is placing a book in a backpack.,t,1,2026-08-09 17:24:00.807443
250,63,B,A man is reading a newspaper.,f,2,2026-08-09 17:24:00.807443
251,63,C,A man is carrying a suitcase.,f,3,2026-08-09 17:24:00.807443
252,63,D,A man is opening a cabinet.,f,4,2026-08-09 17:24:00.807443
253,64,A,A woman is cleaning the floor.,f,1,2026-08-09 17:24:00.807443
254,64,B,A woman is moving a bookshelf.,f,2,2026-08-09 17:24:00.807443
255,64,C,A woman is carrying a chair.,f,3,2026-08-09 17:24:00.807443
256,64,D,A woman is standing beside a bookshelf.,t,4,2026-08-09 17:24:00.807443
257,65,A,A man is opening a gate.,t,1,2026-08-09 17:24:00.807443
258,65,B,A man is washing a driveway.,f,2,2026-08-09 17:24:00.807443
259,65,C,A man is closing a garage door.,f,3,2026-08-09 17:24:00.807443
260,65,D,A man is painting a fence.,f,4,2026-08-09 17:24:00.807443
261,66,A,A woman is placing groceries on a counter.,t,1,2026-08-09 17:24:00.807443
262,66,B,A woman is paying for groceries.,f,2,2026-08-09 17:24:00.807443
263,66,C,A woman is cleaning a refrigerator.,f,3,2026-08-09 17:24:00.807443
264,66,D,A woman is pushing a shopping cart.,f,4,2026-08-09 17:24:00.807443
265,67,A,A man is carrying a toolbox.,f,1,2026-08-09 17:24:00.807443
266,67,B,A man is opening a drawer.,f,2,2026-08-09 17:24:00.807443
267,67,C,A man is tightening a screw.,t,3,2026-08-09 17:24:00.807443
268,67,D,A man is painting a wall.,f,4,2026-08-09 17:24:00.807443
269,68,A,A woman is walking along a beach.,t,1,2026-08-09 17:24:00.807443
270,68,B,A woman is swimming in the ocean.,f,2,2026-08-09 17:24:00.807443
271,68,C,A woman is carrying a surfboard.,f,3,2026-08-09 17:24:00.807443
272,68,D,A woman is sitting in a boat.,f,4,2026-08-09 17:24:00.807443
273,69,A,A man is opening a filing cabinet.,f,1,2026-08-09 17:24:00.807443
274,69,B,A man is carrying a computer.,f,2,2026-08-09 17:24:00.807443
275,69,C,A man is cleaning a window.,f,3,2026-08-09 17:24:00.807443
276,69,D,A man is placing a folder on a desk.,t,4,2026-08-09 17:24:00.807443
277,70,A,A woman is cleaning a display case.,f,1,2026-08-09 17:24:00.807443
278,70,B,A woman is arranging clothes.,f,2,2026-08-09 17:24:00.807443
279,70,C,A woman is carrying a shopping bag.,f,3,2026-08-09 17:24:00.807443
280,70,D,A woman is looking into a display case.,t,4,2026-08-09 17:24:00.807443
281,71,A,A man is carrying a sign.,f,1,2026-08-09 17:24:00.807443
282,71,B,A man is walking through an entrance.,t,2,2026-08-09 17:24:00.807443
283,71,C,A man is cleaning an entrance.,f,3,2026-08-09 17:24:00.807443
284,71,D,A man is locking a door.,f,4,2026-08-09 17:24:00.807443
285,72,A,A woman is carrying a stack of books.,f,1,2026-08-09 17:24:00.807443
286,72,B,A woman is closing a notebook.,f,2,2026-08-09 17:24:00.807443
287,72,C,A woman is writing in a notebook.,t,3,2026-08-09 17:24:00.807443
288,72,D,A woman is reading a newspaper.,f,4,2026-08-09 17:24:00.807443
289,73,A,A man is trimming a tree.,f,1,2026-08-09 17:24:00.807443
290,73,B,A man is watering a garden.,f,2,2026-08-09 17:24:00.807443
291,73,C,A man is carrying a potted plant.,t,3,2026-08-09 17:24:00.807443
292,73,D,A man is sweeping a porch.,f,4,2026-08-09 17:24:00.807443
293,74,A,A woman is washing a car.,f,1,2026-08-09 17:24:00.807443
294,74,B,A woman is fastening a seat belt.,t,2,2026-08-09 17:24:00.807443
295,74,C,A woman is opening a car trunk.,f,3,2026-08-09 17:24:00.807443
296,74,D,A woman is checking a tire.,f,4,2026-08-09 17:24:00.807443
297,75,A,A man is answering a telephone.,f,1,2026-08-09 17:24:00.807443
298,75,B,A man is standing near a reception desk.,t,2,2026-08-09 17:24:00.807443
299,75,C,A man is opening an elevator door.,f,3,2026-08-09 17:24:00.807443
300,75,D,A man is carrying a suitcase.,f,4,2026-08-09 17:24:00.807443
301,76,A,A woman is carrying a tray.,f,1,2026-08-09 17:24:00.807443
302,76,B,A woman is opening a cabinet.,f,2,2026-08-09 17:24:00.807443
303,76,C,A woman is washing a cup.,f,3,2026-08-09 17:24:00.807443
304,76,D,A woman is placing a cup on a table.,t,4,2026-08-09 17:24:00.807443
305,77,A,A man is carrying a ladder.,f,1,2026-08-09 17:24:00.807443
306,77,B,A man is opening a window.,f,2,2026-08-09 17:24:00.807443
307,77,C,A man is walking down a staircase.,t,3,2026-08-09 17:24:00.807443
308,77,D,A man is cleaning a staircase.,f,4,2026-08-09 17:24:00.807443
309,78,A,A woman is painting a wall.,f,1,2026-08-09 17:24:00.807443
310,78,B,A woman is cleaning a frame.,f,2,2026-08-09 17:24:00.807443
311,78,C,A woman is examining a painting.,t,3,2026-08-09 17:24:00.807443
312,78,D,A woman is hanging a picture.,f,4,2026-08-09 17:24:00.807443
313,79,A,A man is carrying a parcel outside.,f,1,2026-08-09 17:24:00.807443
314,79,B,A man is placing a package on a counter.,t,2,2026-08-09 17:24:00.807443
315,79,C,A man is sealing a box.,f,3,2026-08-09 17:24:00.807443
316,79,D,A man is opening a package.,f,4,2026-08-09 17:24:00.807443
317,80,A,A woman is carrying a laptop.,f,1,2026-08-09 17:24:00.807443
318,80,B,A woman is using a tablet computer.,t,2,2026-08-09 17:24:00.807443
319,80,C,A woman is cleaning a screen.,f,3,2026-08-09 17:24:00.807443
320,80,D,A woman is charging a telephone.,f,4,2026-08-09 17:24:00.807443
321,81,A,A man is trimming a tree.,f,1,2026-08-09 17:24:00.807443
322,81,B,A man is planting vegetables.,f,2,2026-08-09 17:24:00.807443
323,81,C,A man is watering flowers.,f,3,2026-08-09 17:24:00.807443
324,81,D,A man is pushing a lawn mower.,t,4,2026-08-09 17:24:00.807443
325,82,A,A woman is cleaning a mirror.,f,1,2026-08-09 17:24:00.807443
326,82,B,A woman is standing in front of a mirror.,t,2,2026-08-09 17:24:00.807443
327,82,C,A woman is hanging a mirror.,f,3,2026-08-09 17:24:00.807443
328,82,D,A woman is moving a mirror.,f,4,2026-08-09 17:24:00.807443
329,83,A,A man is washing dishes.,f,1,2026-08-09 17:24:00.807443
330,83,B,A man is placing dishes in a cupboard.,t,2,2026-08-09 17:24:00.807443
331,83,C,A man is carrying a tray.,f,3,2026-08-09 17:24:00.807443
332,83,D,A man is setting a table.,f,4,2026-08-09 17:24:00.807443
333,84,A,A woman is looking through a shop window.,f,1,2026-08-09 17:24:00.807443
334,84,B,A woman is walking beside a row of shops.,t,2,2026-08-09 17:24:00.807443
335,84,C,A woman is carrying shopping bags.,f,3,2026-08-09 17:24:00.807443
336,84,D,A woman is entering a shop.,f,4,2026-08-09 17:24:00.807443
337,85,A,A man is checking a document.,t,1,2026-08-09 17:24:00.807443
338,85,B,A man is filing a document.,f,2,2026-08-09 17:24:00.807443
339,85,C,A man is shredding a document.,f,3,2026-08-09 17:24:00.807443
340,85,D,A man is printing a document.,f,4,2026-08-09 17:24:00.807443
341,86,A,A woman is washing dishes.,f,1,2026-08-09 17:24:00.807443
342,86,B,A woman is cleaning a counter.,f,2,2026-08-09 17:24:00.807443
343,86,C,A woman is setting a table.,f,3,2026-08-09 17:24:00.807443
344,86,D,A woman is carrying a tray.,t,4,2026-08-09 17:24:00.807443
345,87,A,A man is repairing a vending machine.,f,1,2026-08-09 17:24:00.807443
346,87,B,A man is carrying a beverage.,f,2,2026-08-09 17:24:00.807443
347,87,C,A man is standing beside a vending machine.,t,3,2026-08-09 17:24:00.807443
348,87,D,A man is cleaning a vending machine.,f,4,2026-08-09 17:24:00.807443
349,88,A,A woman is closing a curtain.,f,1,2026-08-09 17:24:00.807443
350,88,B,A woman is opening a window.,t,2,2026-08-09 17:24:00.807443
351,88,C,A woman is cleaning a window.,f,3,2026-08-09 17:24:00.807443
352,88,D,A woman is hanging curtains.,f,4,2026-08-09 17:24:00.807443
353,89,A,A man is moving a table.,f,1,2026-08-09 17:24:00.807443
354,89,B,A man is repairing a chair.,f,2,2026-08-09 17:24:00.807443
355,89,C,A man is carrying a stack of chairs.,t,3,2026-08-09 17:24:00.807443
356,89,D,A man is sitting in a chair.,f,4,2026-08-09 17:24:00.807443
357,90,A,A woman is looking at a photograph.,t,1,2026-08-09 17:24:00.807443
358,90,B,A woman is printing a photograph.,f,2,2026-08-09 17:24:00.807443
359,90,C,A woman is taking a photograph.,f,3,2026-08-09 17:24:00.807443
360,90,D,A woman is framing a photograph.,f,4,2026-08-09 17:24:00.807443
361,91,A,A man is folding a newspaper.,f,1,2026-08-09 17:24:00.807443
362,91,B,A man is placing a newspaper on a table.,t,2,2026-08-09 17:24:00.807443
