id,question_id,option_key,option_text,is_correct,display_order,created_at
71,18,C,are,f,3,2026-08-10 11:31:21.892622
72,18,D,has,t,4,2026-08-10 11:31:21.892622
73,19,A,is,t,1,2026-08-10 11:31:21.892622
74,19,B,are,f,2,2026-08-10 11:31:21.892622
75,19,C,have,f,3,2026-08-10 11:31:21.892622
76,19,D,were,f,4,2026-08-10 11:31:21.892622
77,20,A,are,f,1,2026-08-10 11:31:21.892622
78,20,B,is,t,2,2026-08-10 11:31:21.892622
79,20,C,were,f,3,2026-08-10 11:31:21.892622
80,20,D,have,f,4,2026-08-10 11:31:21.892622
81,21,A,opens,f,1,2026-08-10 11:31:21.892622
82,21,B,opened,f,2,2026-08-10 11:31:21.892622
83,21,C,has opened,t,3,2026-08-10 11:31:21.892622
84,21,D,is opening,f,4,2026-08-10 11:31:21.892622
85,22,A,has completed,f,1,2026-08-10 11:31:21.892622
86,22,B,completes,f,2,2026-08-10 11:31:21.892622
87,22,C,is completing,f,3,2026-08-10 11:31:21.892622
88,22,D,completed,t,4,2026-08-10 11:31:21.892622
89,23,A,will attend,t,1,2026-08-10 11:31:21.892622
90,23,B,attended,f,2,2026-08-10 11:31:21.892622
91,23,C,have attended,f,3,2026-08-10 11:31:21.892622
92,23,D,attending,f,4,2026-08-10 11:31:21.892622
93,24,A,prepares,f,1,2026-08-10 11:31:21.892622
94,24,B,is preparing,t,2,2026-08-10 11:31:21.892622
95,24,C,prepared,f,3,2026-08-10 11:31:21.892622
96,24,D,has prepared,f,4,2026-08-10 11:31:21.892622
97,25,A,reviews,f,1,2026-08-10 11:31:21.892622
98,25,B,has reviewed,f,2,2026-08-10 11:31:21.892622
99,25,C,had reviewed,t,3,2026-08-10 11:31:21.892622
100,25,D,was reviewing,f,4,2026-08-10 11:31:21.892622
101,26,A,work,f,1,2026-08-10 11:31:21.892622
102,26,B,worked,f,2,2026-08-10 11:31:21.892622
103,26,C,are working,f,3,2026-08-10 11:31:21.892622
104,26,D,have been working,t,4,2026-08-10 11:31:21.892622
105,27,A,was organizing,t,1,2026-08-10 11:31:21.892622
106,27,B,organized,f,2,2026-08-10 11:31:21.892622
107,27,C,has organized,f,3,2026-08-10 11:31:21.892622
108,27,D,organizes,f,4,2026-08-10 11:31:21.892622
109,28,A,completes,f,1,2026-08-10 11:31:21.892622
110,28,B,will have completed,t,2,2026-08-10 11:31:21.892622
111,28,C,completed,f,3,2026-08-10 11:31:21.892622
112,28,D,has completed,f,4,2026-08-10 11:31:21.892622
113,29,A,is opening,f,1,2026-08-10 11:31:21.892622
114,29,B,opened,f,2,2026-08-10 11:31:21.892622
115,29,C,opens,t,3,2026-08-10 11:31:21.892622
116,29,D,has opened,f,4,2026-08-10 11:31:21.892622
117,30,A,arrive,f,1,2026-08-10 11:31:21.892622
118,30,B,have arrived,f,2,2026-08-10 11:31:21.892622
119,30,C,were arriving,f,3,2026-08-10 11:31:21.892622
120,30,D,arrived,t,4,2026-08-10 11:31:21.892622
121,31,A,at,t,1,2026-08-10 11:31:21.892622
122,31,B,on,f,2,2026-08-10 11:31:21.892622
123,31,C,in,f,3,2026-08-10 11:31:21.892622
124,31,D,by,f,4,2026-08-10 11:31:21.892622
125,32,A,at,f,1,2026-08-10 11:31:21.892622
126,32,B,on,t,2,2026-08-10 11:31:21.892622
127,32,C,in,f,3,2026-08-10 11:31:21.892622
128,32,D,for,f,4,2026-08-10 11:31:21.892622
129,33,A,at,f,1,2026-08-10 11:31:21.892622
130,33,B,on,f,2,2026-08-10 11:31:21.892622
131,33,C,in,t,3,2026-08-10 11:31:21.892622
132,33,D,by,f,4,2026-08-10 11:31:21.892622
133,34,A,since,f,1,2026-08-10 11:31:21.892622
134,34,B,during,f,2,2026-08-10 11:31:21.892622
135,34,C,from,f,3,2026-08-10 11:31:21.892622
136,34,D,for,t,4,2026-08-10 11:31:21.892622
137,35,A,since,t,1,2026-08-10 11:31:21.892622
138,35,B,for,f,2,2026-08-10 11:31:21.892622
139,35,C,during,f,3,2026-08-10 11:31:21.892622
140,35,D,until,f,4,2026-08-10 11:31:21.892622
141,36,A,at,f,1,2026-08-10 11:31:21.892622
142,36,B,in,t,2,2026-08-10 11:31:21.892622
143,36,C,on,f,3,2026-08-10 11:31:21.892622
144,36,D,to,f,4,2026-08-10 11:31:21.892622
145,37,A,at,f,1,2026-08-10 11:31:21.892622
146,37,B,on,f,2,2026-08-10 11:31:21.892622
147,37,C,to,t,3,2026-08-10 11:31:21.892622
148,37,D,for,f,4,2026-08-10 11:31:21.892622
149,38,A,because,f,1,2026-08-10 11:31:21.892622
150,38,B,although,f,2,2026-08-10 11:31:21.892622
151,38,C,despite,f,3,2026-08-10 11:31:21.892622
152,38,D,because of,t,4,2026-08-10 11:31:21.892622
153,39,A,by,t,1,2026-08-10 11:31:21.892622
154,39,B,with,f,2,2026-08-10 11:31:21.892622
155,39,C,from,f,3,2026-08-10 11:31:21.892622
156,39,D,at,f,4,2026-08-10 11:31:21.892622
157,40,A,at,f,1,2026-08-10 11:31:21.892622
158,40,B,for,t,2,2026-08-10 11:31:21.892622
159,40,C,by,f,3,2026-08-10 11:31:21.892622
160,40,D,since,f,4,2026-08-10 11:31:21.892622
161,41,A,Because,f,1,2026-08-10 11:31:21.892622
162,41,B,Unless,f,2,2026-08-10 11:31:21.892622
163,41,C,Although,t,3,2026-08-10 11:31:21.892622
164,41,D,So,f,4,2026-08-10 11:31:21.892622
165,42,A,despite,f,1,2026-08-10 11:31:21.892622
166,42,B,during,f,2,2026-08-10 11:31:21.892622
167,42,C,unless,f,3,2026-08-10 11:31:21.892622
168,42,D,because,t,4,2026-08-10 11:31:21.892622
169,43,A,If,t,1,2026-08-10 11:31:21.892622
170,43,B,Although,f,2,2026-08-10 11:31:21.892622
171,43,C,Because,f,3,2026-08-10 11:31:21.892622
172,43,D,While,f,4,2026-08-10 11:31:21.892622
173,44,A,because,f,1,2026-08-10 11:31:21.892622
174,44,B,until,t,2,2026-08-10 11:31:21.892622
175,44,C,despite,f,3,2026-08-10 11:31:21.892622
176,44,D,unless,f,4,2026-08-10 11:31:21.892622
177,45,A,but,f,1,2026-08-10 11:31:21.892622
178,45,B,or,f,2,2026-08-10 11:31:21.892622
179,45,C,and,t,3,2026-08-10 11:31:21.892622
180,45,D,so,f,4,2026-08-10 11:31:21.892622
181,46,A,and,f,1,2026-08-10 11:31:21.892622
182,46,B,but,f,2,2026-08-10 11:31:21.892622
183,46,C,so,f,3,2026-08-10 11:31:21.892622
184,46,D,or,t,4,2026-08-10 11:31:21.892622
185,47,A,so,t,1,2026-08-10 11:31:21.892622
186,47,B,although,f,2,2026-08-10 11:31:21.892622
187,47,C,because,f,3,2026-08-10 11:31:21.892622
188,47,D,unless,f,4,2026-08-10 11:31:21.892622
189,48,A,and,f,1,2026-08-10 11:31:21.892622
190,48,B,but,t,2,2026-08-10 11:31:21.892622
191,48,C,because,f,3,2026-08-10 11:31:21.892622
192,48,D,so,f,4,2026-08-10 11:31:21.892622
193,49,A,because,f,1,2026-08-10 11:31:21.892622
194,49,B,although,f,2,2026-08-10 11:31:21.892622
195,49,C,unless,t,3,2026-08-10 11:31:21.892622
196,49,D,while,f,4,2026-08-10 11:31:21.892622
197,50,A,because,f,1,2026-08-10 11:31:21.892622
198,50,B,although,f,2,2026-08-10 11:31:21.892622
199,50,C,unless,f,3,2026-08-10 11:31:21.892622
200,50,D,while,t,4,2026-08-10 11:31:21.892622
201,51,A,who,t,1,2026-08-10 11:31:21.892622
202,51,B,which,f,2,2026-08-10 11:31:21.892622
203,51,C,where,f,3,2026-08-10 11:31:21.892622
204,51,D,when,f,4,2026-08-10 11:31:21.892622
205,52,A,who,f,1,2026-08-10 11:31:21.892622
206,52,B,which,t,2,2026-08-10 11:31:21.892622
207,52,C,where,f,3,2026-08-10 11:31:21.892622
208,52,D,when,f,4,2026-08-10 11:31:21.892622
209,53,A,who,f,1,2026-08-10 11:31:21.892622
210,53,B,which,f,2,2026-08-10 11:31:21.892622
211,53,C,where,t,3,2026-08-10 11:31:21.892622
212,53,D,when,f,4,2026-08-10 11:31:21.892622
213,54,A,who,f,1,2026-08-10 11:31:21.892622
214,54,B,which,f,2,2026-08-10 11:31:21.892622
215,54,C,where,f,3,2026-08-10 11:31:21.892622
216,54,D,when,t,4,2026-08-10 11:31:21.892622
217,55,A,whose,t,1,2026-08-10 11:31:21.892622
218,55,B,who,f,2,2026-08-10 11:31:21.892622
219,55,C,which,f,3,2026-08-10 11:31:21.892622
220,55,D,where,f,4,2026-08-10 11:31:21.892622
221,56,A,who,f,1,2026-08-10 11:31:21.892622
222,56,B,which,t,2,2026-08-10 11:31:21.892622
223,56,C,whom,f,3,2026-08-10 11:31:21.892622
224,56,D,whose,f,4,2026-08-10 11:31:21.892622
225,57,A,whose,f,1,2026-08-10 11:31:21.892622
226,57,B,which,f,2,2026-08-10 11:31:21.892622
227,57,C,whom,t,3,2026-08-10 11:31:21.892622
228,57,D,where,f,4,2026-08-10 11:31:21.892622
229,58,A,place,f,1,2026-08-10 11:31:21.892622
230,58,B,placing,f,2,2026-08-10 11:31:21.892622
231,58,C,places,f,3,2026-08-10 11:31:21.892622
232,58,D,placed,t,4,2026-08-10 11:31:21.892622
233,59,A,are processed,t,1,2026-08-10 11:31:21.892622
234,59,B,process,f,2,2026-08-10 11:31:21.892622
235,59,C,processed,f,3,2026-08-10 11:31:21.892622
236,59,D,are processing,f,4,2026-08-10 11:31:21.892622
237,60,A,announces,f,1,2026-08-10 11:31:21.892622
238,60,B,was announced,t,2,2026-08-10 11:31:21.892622
239,60,C,has announced,f,3,2026-08-10 11:31:21.892622
240,60,D,is announcing,f,4,2026-08-10 11:31:21.892622
241,61,A,inspected,f,1,2026-08-10 11:31:21.892622
242,61,B,has inspected,f,2,2026-08-10 11:31:21.892622
243,61,C,had been inspected,t,3,2026-08-10 11:31:21.892622
244,61,D,was inspecting,f,4,2026-08-10 11:31:21.892622
245,62,A,submit,f,1,2026-08-10 11:31:21.892622
246,62,B,submitting,f,2,2026-08-10 11:31:21.892622
247,62,C,submitted,f,3,2026-08-10 11:31:21.892622
248,62,D,be submitted,t,4,2026-08-10 11:31:21.892622
249,63,A,cleaned,t,1,2026-08-10 11:31:21.892622
250,63,B,cleaning,f,2,2026-08-10 11:31:21.892622
251,63,C,clean,f,3,2026-08-10 11:31:21.892622
252,63,D,cleans,f,4,2026-08-10 11:31:21.892622
253,64,A,sign,f,1,2026-08-10 11:31:21.892622
254,64,B,be signed,t,2,2026-08-10 11:31:21.892622
255,64,C,signed,f,3,2026-08-10 11:31:21.892622
256,64,D,signing,f,4,2026-08-10 11:31:21.892622
257,65,A,return,f,1,2026-08-10 11:31:21.892622
258,65,B,are returned,f,2,2026-08-10 11:31:21.892622
259,65,C,were returned,t,3,2026-08-10 11:31:21.892622
260,65,D,returning,f,4,2026-08-10 11:31:21.892622
261,66,A,make,f,1,2026-08-10 11:31:21.892622
262,66,B,made,f,2,2026-08-10 11:31:21.892622
263,66,C,making,f,3,2026-08-10 11:31:21.892622
264,66,D,been made,t,4,2026-08-10 11:31:21.892622
265,67,A,to print,t,1,2026-08-10 11:31:21.892622
266,67,B,printing,f,2,2026-08-10 11:31:21.892622
267,67,C,printed,f,3,2026-08-10 11:31:21.892622
268,67,D,print,f,4,2026-08-10 11:31:21.892622
269,68,A,opening,f,1,2026-08-10 11:31:21.892622
270,68,B,to open,t,2,2026-08-10 11:31:21.892622
271,68,C,opened,f,3,2026-08-10 11:31:21.892622
272,68,D,open,f,4,2026-08-10 11:31:21.892622
273,69,A,participate,f,1,2026-08-10 11:31:21.892622
274,69,B,to participate,f,2,2026-08-10 11:31:21.892622
275,69,C,participating,t,3,2026-08-10 11:31:21.892622
276,69,D,participated,f,4,2026-08-10 11:31:21.892622
277,70,A,discuss,f,1,2026-08-10 11:31:21.892622
278,70,B,to discuss,f,2,2026-08-10 11:31:21.892622
279,70,C,discussed,f,3,2026-08-10 11:31:21.892622
280,70,D,discussing,t,4,2026-08-10 11:31:21.892622
281,71,A,to wear,t,1,2026-08-10 11:31:21.892622
282,71,B,wearing,f,2,2026-08-10 11:31:21.892622
283,71,C,worn,f,3,2026-08-10 11:31:21.892622
284,71,D,wear,f,4,2026-08-10 11:31:21.892622
285,72,A,expand,f,1,2026-08-10 11:31:21.892622
286,72,B,expanding,t,2,2026-08-10 11:31:21.892622
287,72,C,to expand,f,3,2026-08-10 11:31:21.892622
288,72,D,expanded,f,4,2026-08-10 11:31:21.892622
289,73,A,complaining,f,1,2026-08-10 11:31:21.892622
290,73,B,complained,f,2,2026-08-10 11:31:21.892622
291,73,C,complain,t,3,2026-08-10 11:31:21.892622
292,73,D,complaint,f,4,2026-08-10 11:31:21.892622
293,74,A,Make,f,1,2026-08-10 11:31:21.892622
294,74,B,Made,f,2,2026-08-10 11:31:21.892622
295,74,C,To make,f,3,2026-08-10 11:31:21.892622
296,74,D,Making,t,4,2026-08-10 11:31:21.892622
297,75,A,must,t,1,2026-08-10 11:31:21.892622
298,75,B,might,f,2,2026-08-10 11:31:21.892622
299,75,C,would,f,3,2026-08-10 11:31:21.892622
300,75,D,could,f,4,2026-08-10 11:31:21.892622
301,76,A,must not,f,1,2026-08-10 11:31:21.892622
302,76,B,should,t,2,2026-08-10 11:31:21.892622
303,76,C,cannot,f,3,2026-08-10 11:31:21.892622
304,76,D,would,f,4,2026-08-10 11:31:21.892622
305,77,A,must,f,1,2026-08-10 11:31:21.892622
306,77,B,should not,f,2,2026-08-10 11:31:21.892622
307,77,C,may,t,3,2026-08-10 11:31:21.892622
308,77,D,has to,f,4,2026-08-10 11:31:21.892622
309,78,A,could,f,1,2026-08-10 11:31:21.892622
310,78,B,would,f,2,2026-08-10 11:31:21.892622
311,78,C,might,f,3,2026-08-10 11:31:21.892622
312,78,D,must not,t,4,2026-08-10 11:31:21.892622
313,79,A,might,t,1,2026-08-10 11:31:21.892622
314,79,B,must not,f,2,2026-08-10 11:31:21.892622
315,79,C,cannot,f,3,2026-08-10 11:31:21.892622
316,79,D,should not,f,4,2026-08-10 11:31:21.892622
317,80,A,might,f,1,2026-08-10 11:31:21.892622
318,80,B,have to,t,2,2026-08-10 11:31:21.892622
319,80,C,could,f,3,2026-08-10 11:31:21.892622
320,80,D,would,f,4,2026-08-10 11:31:21.892622
321,81,A,Must,f,1,2026-08-10 11:31:21.892622
322,81,B,Should,f,2,2026-08-10 11:31:21.892622
323,81,C,Could,t,3,2026-08-10 11:31:21.892622
324,81,D,May not,f,4,2026-08-10 11:31:21.892622
325,82,A,high,f,1,2026-08-10 11:31:21.892622
326,82,B,highest,f,2,2026-08-10 11:31:21.892622
327,82,C,highly,f,3,2026-08-10 11:31:21.892622
328,82,D,higher,t,4,2026-08-10 11:31:21.892622
329,83,A,most popular,t,1,2026-08-10 11:31:21.892622
330,83,B,more popular,f,2,2026-08-10 11:31:21.892622
331,83,C,popular,f,3,2026-08-10 11:31:21.892622
332,83,D,popularity,f,4,2026-08-10 11:31:21.892622
333,84,A,more efficiently,f,1,2026-08-10 11:31:21.892622
334,84,B,most efficiently,t,2,2026-08-10 11:31:21.892622
335,84,C,efficient,f,3,2026-08-10 11:31:21.892622
336,84,D,efficiency,f,4,2026-08-10 11:31:21.892622
337,85,A,more,f,1,2026-08-10 11:31:21.892622
338,85,B,most,f,2,2026-08-10 11:31:21.892622
339,85,C,as,t,3,2026-08-10 11:31:21.892622
340,85,D,very,f,4,2026-08-10 11:31:21.892622
341,86,A,most,f,1,2026-08-10 11:31:21.892622
342,86,B,very,f,2,2026-08-10 11:31:21.892622
343,86,C,reliability,f,3,2026-08-10 11:31:21.892622
344,86,D,more,t,4,2026-08-10 11:31:21.892622
345,87,A,an,t,1,2026-08-10 11:31:21.892622
346,87,B,a,f,2,2026-08-10 11:31:21.892622
347,87,C,the,f,3,2026-08-10 11:31:21.892622
348,87,D,no article,f,4,2026-08-10 11:31:21.892622
349,88,A,a,f,1,2026-08-10 11:31:21.892622
350,88,B,the,t,2,2026-08-10 11:31:21.892622
351,88,C,an,f,3,2026-08-10 11:31:21.892622
352,88,D,no article,f,4,2026-08-10 11:31:21.892622
353,89,A,the,f,1,2026-08-10 11:31:21.892622
354,89,B,an,f,2,2026-08-10 11:31:21.892622
355,89,C,a,t,3,2026-08-10 11:31:21.892622
356,89,D,no article,f,4,2026-08-10 11:31:21.892622
357,90,A,a,f,1,2026-08-10 11:31:21.892622
358,90,B,an,f,2,2026-08-10 11:31:21.892622
359,90,C,the,f,3,2026-08-10 11:31:21.892622
360,90,D,no article,t,4,2026-08-10 11:31:21.892622
361,91,A,me,t,1,2026-08-10 11:31:21.892622
362,91,B,I,f,2,2026-08-10 11:31:21.892622
363,91,C,my,f,3,2026-08-10 11:31:21.892622
364,91,D,mine,f,4,2026-08-10 11:31:21.892622
365,92,A,them,f,1,2026-08-10 11:31:21.892622
366,92,B,themselves,t,2,2026-08-10 11:31:21.892622
367,92,C,their,f,3,2026-08-10 11:31:21.892622
368,92,D,they,f,4,2026-08-10 11:31:21.892622
369,93,A,they,f,1,2026-08-10 11:31:21.892622
370,93,B,them,f,2,2026-08-10 11:31:21.892622
371,93,C,its,t,3,2026-08-10 11:31:21.892622
372,93,D,it,f,4,2026-08-10 11:31:21.892622
373,94,A,their,f,1,2026-08-10 11:31:21.892622
374,94,B,them,f,2,2026-08-10 11:31:21.892622
375,94,C,they,f,3,2026-08-10 11:31:21.892622
376,94,D,theirs,t,4,2026-08-10 11:31:21.892622
377,95,A,will take place,t,1,2026-08-10 11:31:21.892622
378,95,B,took place,f,2,2026-08-10 11:31:21.892622
379,95,C,would take place,f,3,2026-08-10 11:31:21.892622
380,95,D,has taken place,f,4,2026-08-10 11:31:21.892622
381,96,A,have,f,1,2026-08-10 11:31:21.892622
382,96,B,had,t,2,2026-08-10 11:31:21.892622
383,96,C,will have,f,3,2026-08-10 11:31:21.892622
384,96,D,am having,f,4,2026-08-10 11:31:21.892622
385,97,A,solve,f,1,2026-08-10 11:31:21.892622
386,97,B,would solve,f,2,2026-08-10 11:31:21.892622
387,97,C,would have solved,t,3,2026-08-10 11:31:21.892622
388,97,D,will solve,f,4,2026-08-10 11:31:21.892622
389,98,A,will be,f,1,2026-08-10 11:31:21.892622
390,98,B,was,f,2,2026-08-10 11:31:21.892622
391,98,C,would be,f,3,2026-08-10 11:31:21.892622
392,98,D,is,t,4,2026-08-10 11:31:21.892622
393,99,A,complaints,t,1,2026-08-10 11:31:21.892622
394,99,B,complaint,f,2,2026-08-10 11:31:21.892622
395,99,C,complaining,f,3,2026-08-10 11:31:21.892622
396,99,D,complain,f,4,2026-08-10 11:31:21.892622
397,100,A,advices,f,1,2026-08-10 11:31:21.892622
398,100,B,advice,t,2,2026-08-10 11:31:21.892622
399,100,C,advising,f,3,2026-08-10 11:31:21.892622
400,100,D,advisor,f,4,2026-08-10 11:31:21.892622
