id,question_id,option_label,option_text,display_order
777,227,C,Extended warranty,3
778,227,D,One year from purchase,4
779,228,A,Paid service,1
780,228,B,DIY only,2
781,228,C,Free installation,3
782,228,D,No installation,4
783,229,A,No,1
784,229,B,Made from recycled materials,2
785,229,C,Partially eco-friendly,3
786,229,D,Unknown,4
787,230,A,Online tracking available,1
788,230,B,No tracking,2
789,230,C,Email updates only,3
790,230,D,Call for status,4
791,231,A,Next day delivery,1
792,231,B,2 weeks,2
793,231,C,3-5 business days,3
794,231,D,Same day,4
795,232,A,On track,1
796,232,B,Delayed,2
797,232,C,Cancelled,3
798,232,D,Behind schedule,4
799,233,A,Finalize the report,1
800,233,B,Start over,2
801,233,C,Cancel it,3
802,233,D,Delay it,4
803,234,A,The client,1
804,234,B,The team,2
805,234,C,Management,3
806,234,D,External consultants,4
807,235,A,On track,1
808,235,B,Delayed,2
809,235,C,Cancelled,3
810,235,D,Behind schedule,4
811,236,A,Start over,1
812,236,B,Cancel it,2
813,236,C,Finalize the report,3
814,236,D,Delay it,4
815,237,A,The client,1
816,237,B,Management,2
817,237,C,The team,3
818,237,D,External consultants,4
819,238,A,On track,1
820,238,B,Delayed,2
821,238,C,Cancelled,3
822,238,D,Behind schedule,4
823,239,A,Start over,1
824,239,B,Cancel it,2
825,239,C,Delay it,3
826,239,D,Finalize the report,4
827,240,A,The client,1
828,240,B,Management,2
829,240,C,External consultants,3
830,240,D,The team,4
831,241,A,Delayed,1
832,241,B,Cancelled,2
833,241,C,Behind schedule,3
834,241,D,On track,4
835,242,A,Start over,1
836,242,B,Cancel it,2
837,242,C,Delay it,3
838,242,D,Finalize the report,4
839,243,A,The client,1
840,243,B,The team,2
841,243,C,Management,3
842,243,D,External consultants,4
843,244,A,Delayed,1
844,244,B,Cancelled,2
845,244,C,Behind schedule,3
846,244,D,On track,4
847,245,A,Start over,1
848,245,B,Cancel it,2
849,245,C,Finalize the report,3
850,245,D,Delay it,4
851,246,A,The client,1
852,246,B,Management,2
853,246,C,External consultants,3
854,246,D,The team,4
855,247,A,On track,1
856,247,B,Delayed,2
857,247,C,Cancelled,3
858,247,D,Behind schedule,4
859,248,A,Start over,1
860,248,B,Cancel it,2
861,248,C,Finalize the report,3
862,248,D,Delay it,4
863,249,A,The client,1
864,249,B,The team,2
865,249,C,Management,3
866,249,D,External consultants,4
867,250,A,On track,1
868,250,B,Delayed,2
869,250,C,Cancelled,3
870,250,D,Behind schedule,4
871,251,A,Start over,1
872,251,B,Cancel it,2
873,251,C,Finalize the report,3
874,251,D,Delay it,4
875,252,A,The client,1
876,252,B,Management,2
877,252,C,The team,3
878,252,D,External consultants,4
879,253,A,Delayed,1
880,253,B,Cancelled,2
881,253,C,Behind schedule,3
882,253,D,On track,4
883,254,A,Finalize the report,1
884,254,B,Start over,2
885,254,C,Cancel it,3
886,254,D,Delay it,4
887,255,A,The client,1
888,255,B,The team,2
889,255,C,Management,3
890,255,D,External consultants,4
891,256,A,Delayed,1
892,256,B,On track,2
893,256,C,Cancelled,3
894,256,D,Behind schedule,4
895,257,A,Finalize the report,1
896,257,B,Start over,2
897,257,C,Cancel it,3
898,257,D,Delay it,4
899,258,A,The client,1
900,258,B,The team,2
901,258,C,Management,3
902,258,D,External consultants,4
903,259,A,Delayed,1
904,259,B,Cancelled,2
905,259,C,Behind schedule,3
906,259,D,On track,4
907,260,A,Start over,1
908,260,B,Finalize the report,2
909,260,C,Cancel it,3
910,260,D,Delay it,4
911,261,A,The client,1
912,261,B,Management,2
913,261,C,External consultants,3
914,261,D,The team,4
915,262,A,Delayed,1
916,262,B,On track,2
917,262,C,Cancelled,3
918,262,D,Behind schedule,4
919,263,A,Start over,1
920,263,B,Cancel it,2
921,263,C,Delay it,3
922,263,D,Finalize the report,4
923,264,A,The team,1
924,264,B,The client,2
125,63,A,At 9 A.M.,1
925,264,C,Management,3
926,264,D,External consultants,4
927,265,A,Delayed,1
928,265,B,Cancelled,2
929,265,C,On track,3
930,265,D,Behind schedule,4
931,266,A,Start over,1
932,266,B,Cancel it,2
933,266,C,Delay it,3
934,266,D,Finalize the report,4
935,267,A,The client,1
936,267,B,Management,2
937,267,C,External consultants,3
938,267,D,The team,4
939,268,A,Delayed,1
940,268,B,Cancelled,2
941,268,C,Behind schedule,3
942,268,D,On track,4
943,269,A,Finalize the report,1
944,269,B,Start over,2
945,269,C,Cancel it,3
946,269,D,Delay it,4
947,270,A,The team,1
948,270,B,The client,2
949,270,C,Management,3
950,270,D,External consultants,4
951,271,A,flight departure,1
952,271,B,weather alert,2
953,271,C,facility update,3
954,271,D,service change,4
955,272,A,Gate 1,1
956,272,B,Gate 3,2
957,272,C,Gate 4,3
958,272,D,Gate 5,4
959,273,A,Proceed to gate,1
960,273,B,Wait here,2
961,273,C,Go to check-in,3
962,273,D,Contact staff,4
963,274,A,facility update,1
964,274,B,weather alert,2
965,274,C,service change,3
966,274,D,safety notice,4
967,275,A,Gate 4,1
968,275,B,Gate 5,2
969,275,C,Gate 2,3
970,275,D,Gate 6,4
971,276,A,Wait here,1
972,276,B,Proceed to gate,2
973,276,C,Go to check-in,3
974,276,D,Contact staff,4
975,277,A,service change,1
976,277,B,safety notice,2
977,277,C,flight departure,3
978,277,D,facility update,4
979,278,A,Gate 5,1
980,278,B,Gate 3,2
981,278,C,Gate 6,3
982,278,D,Gate 7,4
983,279,A,Proceed to gate,1
984,279,B,Wait here,2
985,279,C,Go to check-in,3
986,279,D,Contact staff,4
987,280,A,safety notice,1
988,280,B,flight departure,2
989,280,C,service change,3
990,280,D,weather alert,4
991,281,A,Gate 4,1
992,281,B,Gate 6,2
993,281,C,Gate 7,3
994,281,D,Gate 8,4
995,282,A,Wait here,1
996,282,B,Proceed to gate,2
997,282,C,Go to check-in,3
998,282,D,Contact staff,4
999,283,A,flight departure,1
1000,283,B,weather alert,2
1001,283,C,safety notice,3
1002,283,D,facility update,4
1003,284,A,Gate 5,1
1004,284,B,Gate 7,2
1005,284,C,Gate 8,3
1006,284,D,Gate 9,4
1007,285,A,Proceed to gate,1
1008,285,B,Wait here,2
1009,285,C,Go to check-in,3
1010,285,D,Contact staff,4
1011,286,A,flight departure,1
1012,286,B,weather alert,2
1013,286,C,facility update,3
1014,286,D,service change,4
1015,287,A,Gate 8,1
1016,287,B,Gate 9,2
1017,287,C,Gate 6,3
1018,287,D,Gate 10,4
1019,288,A,Wait here,1
1020,288,B,Go to check-in,2
1021,288,C,Proceed to gate,3
1022,288,D,Contact staff,4
1023,289,A,facility update,1
1024,289,B,service change,2
1025,289,C,safety notice,3
1026,289,D,weather alert,4
1027,290,A,Gate 7,1
1028,290,B,Gate 9,2
1029,290,C,Gate 10,3
1030,290,D,Gate 11,4
1031,291,A,Proceed to gate,1
1032,291,B,Wait here,2
1033,291,C,Go to check-in,3
1034,291,D,Contact staff,4
1035,292,A,facility update,1
1036,292,B,service change,2
1037,292,C,safety notice,3
1038,292,D,flight departure,4
1039,293,A,Gate 8,1
1040,293,B,Gate 10,2
1041,293,C,Gate 11,3
1042,293,D,Gate 12,4
1043,294,A,Proceed to gate,1
1044,294,B,Wait here,2
1045,294,C,Go to check-in,3
1046,294,D,Contact staff,4
1047,295,A,service change,1
1048,295,B,safety notice,2
1049,295,C,flight departure,3
1050,295,D,weather alert,4
1051,296,A,Gate 11,1
1052,296,B,Gate 9,2
1053,296,C,Gate 12,3
1054,296,D,Gate 13,4
1055,297,A,Wait here,1
1056,297,B,Go to check-in,2
1057,297,C,Contact staff,3
1058,297,D,Proceed to gate,4
1059,298,A,flight departure,1
1060,298,B,weather alert,2
1061,298,C,facility update,3
1062,298,D,safety notice,4
1063,299,A,Gate 12,1
1064,299,B,Gate 13,2
1065,299,C,Gate 14,3
1066,299,D,Gate 10,4
1067,300,A,Wait here,1
1068,300,B,Proceed to gate,2
1069,300,C,Go to check-in,3
1070,300,D,Contact staff,4
1071,301,A,verb tenses,1
1072,301,B,articles,2
1073,301,C,pronouns,3
1074,301,D,prepositions,4
1075,302,A,articles,1
1076,302,B,pronouns,2
1077,302,C,verb tenses,3
1078,302,D,conjunctions,4
1079,303,A,pronouns,1
1080,303,B,conjunctions,2
1081,303,C,articles,3
1082,303,D,prepositions,4
1083,304,A,conjunctions,1
1084,304,B,prepositions,2
1085,304,C,verb tenses,3
1086,304,D,pronouns,4
1087,305,A,prepositions,1
1088,305,B,conjunctions,2
1089,305,C,verb tenses,3
1090,305,D,articles,4
1091,306,A,verb tenses,1
1092,306,B,articles,2
1093,306,C,prepositions,3
1094,306,D,pronouns,4
1095,307,A,articles,1
1096,307,B,pronouns,2
1097,307,C,conjunctions,3
1098,307,D,verb tenses,4
1099,308,A,pronouns,1
1100,308,B,conjunctions,2
1101,308,C,articles,3
1102,308,D,prepositions,4
1103,309,A,conjunctions,1
1104,309,B,pronouns,2
1105,309,C,prepositions,3
1106,309,D,verb tenses,4
1107,310,A,prepositions,1
1108,310,B,conjunctions,2
1109,310,C,verb tenses,3
1110,310,D,articles,4
1111,311,A,verb tenses,1
1112,311,B,articles,2
1113,311,C,pronouns,3
1114,311,D,prepositions,4
1115,312,A,articles,1
1116,312,B,pronouns,2
1117,312,C,conjunctions,3
1118,312,D,verb tenses,4
1119,313,A,pronouns,1
1120,313,B,conjunctions,2
1121,313,C,prepositions,3
1122,313,D,articles,4
1123,314,A,pronouns,1
1124,314,B,conjunctions,2
1125,314,C,prepositions,3
1126,314,D,verb tenses,4
1127,315,A,prepositions,1
1128,315,B,verb tenses,2
1129,315,C,articles,3
1130,315,D,conjunctions,4
1131,316,A,verb tenses,1
1132,316,B,articles,2
1133,316,C,pronouns,3
1134,316,D,prepositions,4
1135,317,A,articles,1
1136,317,B,verb tenses,2
1137,317,C,pronouns,3
1138,317,D,conjunctions,4
1139,318,A,articles,1
1140,318,B,pronouns,2
1141,318,C,conjunctions,3
1142,318,D,prepositions,4
1143,319,A,conjunctions,1
1144,319,B,prepositions,2
1145,319,C,pronouns,3
1146,319,D,verb tenses,4
1147,320,A,prepositions,1
1148,320,B,conjunctions,2
1149,320,C,verb tenses,3
1150,320,D,articles,4
1151,321,A,verb tenses,1
1152,321,B,articles,2
1153,321,C,pronouns,3
1154,321,D,prepositions,4
1155,322,A,verb tenses,1
1156,322,B,articles,2
1157,322,C,pronouns,3
1158,322,D,conjunctions,4
1159,323,A,pronouns,1
1160,323,B,conjunctions,2
1161,323,C,prepositions,3
1162,323,D,articles,4
1163,324,A,conjunctions,1
1164,324,B,pronouns,2
1165,324,C,prepositions,3
1166,324,D,verb tenses,4
1167,325,A,conjunctions,1
1168,325,B,prepositions,2
1169,325,C,verb tenses,3
1170,325,D,articles,4
1171,326,A,prepositions,1
1172,326,B,verb tenses,2
1173,326,C,articles,3
1174,326,D,pronouns,4
1175,327,A,articles,1
1176,327,B,pronouns,2
1177,327,C,verb tenses,3
1178,327,D,conjunctions,4
1179,328,A,articles,1
1180,328,B,pronouns,2
1181,328,C,conjunctions,3
1182,328,D,prepositions,4
1183,329,A,pronouns,1
1184,329,B,conjunctions,2
1185,329,C,prepositions,3
1186,329,D,verb tenses,4
1187,330,A,prepositions,1
1188,330,B,verb tenses,2
1189,330,C,articles,3
1190,330,D,conjunctions,4
1191,331,A,concerns,1
1192,331,B,regards,2
1193,331,C,involves,3
1194,331,D,discusses,4
1195,332,A,ignore,1
1196,332,B,delete,2
1197,332,C,forward,3
1198,332,D,review,4
1199,333,A,reject,1
1200,333,B,accept,2
1201,333,C,respond,3
1202,333,D,delay,4
1203,334,A,immediately,1
1204,334,B,later,2
1205,334,C,never,3
1206,334,D,accordingly,4
1207,335,A,regards,1
1208,335,B,concerns,2
1209,335,C,involves,3
1210,335,D,discusses,4
1211,336,A,ignore,1
1212,336,B,delete,2
1213,336,C,forward,3
405,133,A,I,1
1214,336,D,review,4
1215,337,A,respond,1
1216,337,B,reject,2
1217,337,C,accept,3
1218,337,D,delay,4
1219,338,A,immediately,1
1220,338,B,later,2
1221,338,C,accordingly,3
1222,338,D,never,4
1223,339,A,regards,1
1224,339,B,involves,2
1225,339,C,concerns,3
1226,339,D,discusses,4
1227,340,A,review,1
1228,340,B,ignore,2
1229,340,C,delete,3
1230,340,D,forward,4
1231,341,A,reject,1
1232,341,B,respond,2
1233,341,C,accept,3
1234,341,D,delay,4
1235,342,A,immediately,1
1236,342,B,later,2
1237,342,C,never,3
1238,342,D,accordingly,4
1239,343,A,concerns,1
1240,343,B,regards,2
1241,343,C,involves,3
1242,343,D,discusses,4
1243,344,A,ignore,1
1244,344,B,review,2
1245,344,C,delete,3
1246,344,D,forward,4
1247,345,A,reject,1
1248,345,B,accept,2
1249,345,C,delay,3
1250,345,D,respond,4
1251,346,A,immediately,1
1252,346,B,accordingly,2
1253,346,C,later,3
1254,346,D,never,4
1255,347,A,The project,1
1256,347,B,The regarding the project deadline,2
1257,347,C,The meeting,3
1258,347,D,The budget,4
1259,348,A,Management,1
1260,348,B,HR,2
1261,348,C,IT,3
1262,348,D,Company Name,4
1263,349,A,Read carefully,1
1264,349,B,Ignore it,2
1265,349,C,Delete it,3
1266,349,D,Forward it,4
1267,350,A,The project,1
1268,350,B,The meeting,2
1269,350,C,The regarding the project deadline,3
1270,350,D,The budget,4
1271,351,A,The project,1
1272,351,B,The meeting,2
1273,351,C,The about the client meeting,3
1274,351,D,The budget,4
1275,352,A,Company Name,1
1276,352,B,Management,2
1277,352,C,HR,3
1278,352,D,IT,4
1279,353,A,Ignore it,1
1280,353,B,Read carefully,2
1281,353,C,Delete it,3
1282,353,D,Forward it,4
1283,354,A,The project,1
1284,354,B,The concerning the budget approval,2
1285,354,C,The meeting,3
1286,354,D,The budget,4
1287,355,A,Management,1
1288,355,B,HR,2
1289,355,C,IT,3
1290,355,D,Company Name,4
1291,356,A,Ignore it,1
1292,356,B,Delete it,2
1293,356,C,Read carefully,3
1294,356,D,Forward it,4
1295,357,A,The project,1
1296,357,B,The meeting,2
1297,357,C,The concerning the budget approval,3
1298,357,D,The budget,4
1299,358,A,The project,1
1300,358,B,The meeting,2
1301,358,C,The budget,3
1302,358,D,The regarding the schedule change,4
1303,359,A,Company Name,1
1304,359,B,Management,2
1305,359,C,HR,3
1306,359,D,IT,4
1307,360,A,Read carefully,1
1308,360,B,Ignore it,2
1309,360,C,Delete it,3
1310,360,D,Forward it,4
1311,361,A,The project,1
1312,361,B,The meeting,2
1313,361,C,The about the contract renewal,3
1314,361,D,The budget,4
1315,362,A,Management,1
1316,362,B,HR,2
1317,362,C,IT,3
1318,362,D,Company Name,4
1319,363,A,Ignore it,1
1320,363,B,Read carefully,2
1321,363,C,Delete it,3
1322,363,D,Forward it,4
1323,364,A,The project,1
1324,364,B,The meeting,2
1325,364,C,The about the contract renewal,3
1326,364,D,The budget,4
1327,365,A,The project,1
1328,365,B,The regarding the product launch,2
1329,365,C,The meeting,3
1330,365,D,The budget,4
1331,366,A,Company Name,1
1332,366,B,Management,2
1333,366,C,HR,3
1334,366,D,IT,4
1335,367,A,Read carefully,1
1336,367,B,Ignore it,2
1337,367,C,Delete it,3
1338,367,D,Forward it,4
1339,368,A,The about the team training,1
1340,368,B,The project,2
1341,368,C,The meeting,3
1342,368,D,The budget,4
1343,369,A,Management,1
1344,369,B,HR,2
1345,369,C,Company Name,3
1346,369,D,IT,4
1347,370,A,Ignore it,1
1348,370,B,Delete it,2
1349,370,C,Read carefully,3
1350,370,D,Forward it,4
1351,371,A,The about the team training,1
1352,371,B,The project,2
1353,371,C,The meeting,3
1354,371,D,The budget,4
1355,372,A,The project,1
1356,372,B,The concerning the security update,2
1357,372,C,The meeting,3
1358,372,D,The budget,4
1359,373,A,Company Name,1
1360,373,B,Management,2
1361,373,C,HR,3
1362,373,D,IT,4
1363,374,A,Read carefully,1
1364,374,B,Ignore it,2
1365,374,C,Delete it,3
1366,374,D,Forward it,4
1367,375,A,The regarding the system upgrade,1
1368,375,B,The project,2
1369,375,C,The meeting,3
1370,375,D,The budget,4
1371,376,A,Management,1
1372,376,B,HR,2
1373,376,C,Company Name,3
1374,376,D,IT,4
1375,377,A,Read carefully,1
1376,377,B,Ignore it,2
1377,377,C,Delete it,3
1378,377,D,Forward it,4
1379,378,A,The regarding the system upgrade,1
1380,378,B,The project,2
1381,378,C,The meeting,3
1382,378,D,The budget,4
1383,379,A,The project,1
1384,379,B,The meeting,2
1385,379,C,The about the policy change,3
1386,379,D,The budget,4
1387,380,A,Management,1
1388,380,B,Company Name,2
1389,380,C,HR,3
1390,380,D,IT,4
1391,381,A,Ignore it,1
1392,381,B,Delete it,2
1393,381,C,Read carefully,3
1394,381,D,Forward it,4
1395,382,A,The regarding the office relocation,1
1396,382,B,The project,2
1397,382,C,The meeting,3
1398,382,D,The budget,4
1399,383,A,Company Name,1
1400,383,B,Management,2
1401,383,C,HR,3
1402,383,D,IT,4
1403,384,A,Ignore it,1
1404,384,B,Delete it,2
1405,384,C,Read carefully,3
1406,384,D,Forward it,4
1407,385,A,The project,1
1408,385,B,The meeting,2
1409,385,C,The regarding the office relocation,3
1410,385,D,The budget,4
1411,386,A,The project,1
1412,386,B,The meeting,2
1413,386,C,The budget,3
1414,386,D,The about the holiday schedule,4
1415,387,A,Management,1
1416,387,B,HR,2
1417,387,C,Company Name,3
1418,387,D,IT,4
1419,388,A,Ignore it,1
1420,388,B,Read carefully,2
1421,388,C,Delete it,3
1422,388,D,Forward it,4
1423,389,A,The project,1
1424,389,B,The concerning the salary review,2
1425,389,C,The meeting,3
1426,389,D,The budget,4
1427,390,A,Management,1
1428,390,B,Company Name,2
1429,390,C,HR,3
1430,390,D,IT,4
1431,391,A,Read carefully,1
1432,391,B,Ignore it,2
1433,391,C,Delete it,3
1434,391,D,Forward it,4
1435,392,A,The project,1
1436,392,B,The concerning the salary review,2
1437,392,C,The meeting,3
1438,392,D,The budget,4
1439,393,A,The project,1
1440,393,B,The regarding the new procedure,2
1441,393,C,The meeting,3
1442,393,D,The budget,4
1443,394,A,Company Name,1
1444,394,B,Management,2
1445,394,C,HR,3
1446,394,D,IT,4
1447,395,A,Ignore it,1
1448,395,B,Read carefully,2
1449,395,C,Delete it,3
1450,395,D,Forward it,4
1451,396,A,The regarding the new procedure,1
1452,396,B,The project,2
1453,396,C,The meeting,3
1454,396,D,The budget,4
1455,397,A,The project,1
1456,397,B,The meeting,2
1457,397,C,The about the equipment order,3
1458,397,D,The budget,4
1459,398,A,Company Name,1
1460,398,B,Management,2
1461,398,C,HR,3
1462,398,D,IT,4
1463,399,A,Ignore it,1
1464,399,B,Delete it,2
1465,399,C,Forward it,3
1466,399,D,Read carefully,4
1467,400,A,The project,1
1468,400,B,The meeting,2
1469,400,C,The about the equipment order,3
1470,400,D,The budget,4
2590,683,D,facility update,4
2591,684,A,Gate 7,1
2592,684,B,Gate 5,2
2593,684,C,Gate 8,3
2594,684,D,Gate 9,4
2595,685,A,Wait here,1
2596,685,B,Proceed to gate,2
2597,685,C,Go to check-in,3
2598,685,D,Contact staff,4
2599,686,A,weather alert,1
2600,686,B,flight departure,2
2601,686,C,facility update,3
2602,686,D,service change,4
2603,687,A,Gate 8,1
2604,687,B,Gate 6,2
2605,687,C,Gate 9,3
2606,687,D,Gate 10,4
2607,688,A,Proceed to gate,1
2608,688,B,Wait here,2
2609,688,C,Go to check-in,3
2610,688,D,Contact staff,4
2611,689,A,weather alert,1
2612,689,B,facility update,2
2613,689,C,service change,3
2614,689,D,safety notice,4
2615,690,A,Gate 9,1
2616,690,B,Gate 10,2
2617,690,C,Gate 7,3
2618,690,D,Gate 11,4
2619,691,A,Wait here,1
2620,691,B,Go to check-in,2
2621,691,C,Proceed to gate,3
2622,691,D,Contact staff,4
2623,692,A,service change,1
2624,692,B,safety notice,2
2625,692,C,facility update,3
2626,692,D,flight departure,4
2627,693,A,Gate 8,1
2628,693,B,Gate 10,2
2629,693,C,Gate 11,3
2630,693,D,Gate 12,4
2631,694,A,Wait here,1
2632,694,B,Go to check-in,2
2633,694,C,Proceed to gate,3
1471,401,A,The person is loading packages.,1
1472,401,B,The person is delivering goods.,2
1473,401,C,The person is shipping items.,3
1474,402,A,The person is examining merchandise.,1
1475,402,B,The person is shopping for products.,2
1476,402,C,The person is browsing items.,3
1477,403,A,The person is queuing for service.,1
1478,403,B,The person is standing in queue.,2
1479,403,D,The person is waiting in line.,4
1480,404,A,The person is cooking meals.,1
1481,404,B,The person is creating dishes.,2
1482,404,D,The person is preparing food.,4
1483,405,A,The person is educating students.,1
1484,405,B,The person is teaching a class.,2
1485,405,C,The person is instructing learners.,3
1486,406,A,The person is repairing equipment.,1
1487,406,B,The person is fixing machinery.,2
1488,406,C,The person is maintaining tools.,3
1489,407,A,Email only,1
1490,407,B,24/7 phone support,2
1491,407,C,No support,3
1492,407,D,Community forum,4
1493,408,A,Windows only,1
1494,408,B,Both platforms,2
1495,408,C,Linux only,3
1496,408,D,Fully compatible,4
1497,409,A,Anytime upgrade,1
1498,409,B,"No, fixed plan",2
1499,409,C,Annual upgrade only,3
1500,409,D,Downgrade only,4
1501,410,A,Up to 12 hours,1
1502,410,B,24 hours,2
1503,410,C,6 hours,3
1504,410,D,Rechargeable,4
1505,411,A,No free trial,1
1506,411,B,7-day trial,2
1507,411,C,14-day free trial,3
1508,411,D,30-day trial,4
1509,412,A,US only,1
1510,412,B,Select countries,2
1511,412,C,No international,3
1512,412,D,Worldwide shipping,4
1513,413,A,50 pounds maximum,1
1514,413,B,100 pounds,2
1515,413,C,No limit,3
1516,413,D,25 pounds,4
1517,414,A,Limited options,1
1518,414,B,No customization,2
1519,414,C,Custom colors only,3
1520,414,D,Full customization,4
1521,415,A,Water-resistant only,1
1522,415,B,No,2
1523,415,C,Fully waterproof,3
1524,415,D,Splash-proof,4
1525,416,A,No minimum,1
1526,416,B,10 units,2
1527,416,C,100 units,3
1528,416,D,1 unit,4
1529,417,A,No bulk discount,1
1530,417,B,For orders over 50,2
1531,417,C,Wholesale pricing,3
1532,417,D,Volume discounts,4
1533,418,A,"No, full payment",1
1534,418,B,6-month plan,2
1535,418,C,3-month plan,3
1536,418,D,12-month financing,4
1537,419,A,No cancellation,1
1538,419,B,30-day notice,2
1539,419,C,Fee for cancellation,3
1540,419,D,Cancel anytime with notice,4
1541,420,A,No,1
1542,420,B,Partially organic,2
1543,420,C,Unknown,3
1544,420,D,Certified organic,4
1545,421,A,Online only,1
1546,421,B,Multiple locations,2
1547,421,C,One flagship store,3
1548,421,D,Pop-up stores,4
1549,422,A,500GB,1
1550,422,B,2TB,2
1551,422,C,Cloud storage,3
1552,422,D,1TB storage,4
1553,423,A,Family sharing,1
1554,423,B,Single user only,2
1555,423,C,Up to 5 users,3
1556,423,D,Business sharing,4
1557,424,A,No,1
1558,424,B,Vegetarian only,2
1559,424,C,Contains animal products,3
1560,424,D,100% vegan,4
1561,425,A,0 to 100 degrees,1
1562,425,B,-20 to 50 degrees,2
1563,425,C,Room temperature only,3
1564,425,D,Wide range,4
1565,426,A,Paid service,1
1566,426,B,Free gift wrapping,2
1567,426,C,No gift wrapping,3
1568,426,D,Seasonal only,4
1569,427,A,"No, delivery only",1
1570,427,B,Next day pickup,2
1571,427,C,Same-day pickup,3
1572,427,D,Select locations,4
1573,428,A,6 months,1
1574,428,B,2 years,2
1575,428,C,Perishable,3
1576,428,D,1 year from manufacture,4
1577,429,A,No,1
1578,429,B,Certified gluten-free,2
1579,429,C,May contain traces,3
1580,429,D,Gluten-reduced,4
1581,430,A,Price match guarantee,1
1582,430,B,No price matching,2
1583,430,C,Competitor matching,3
1584,430,D,Limited time,4
1585,431,A,1080p,1
1586,431,B,8K,2
1587,431,C,HD Ready,3
1588,431,D,4K Ultra HD,4
1589,432,A,Delayed,1
1590,432,B,On track,2
1591,432,C,Cancelled,3
1592,432,D,Behind schedule,4
1593,433,A,Start over,1
1594,433,B,Finalize the report,2
1595,433,C,Cancel it,3
1596,433,D,Delay it,4
1597,434,A,The team,1
1598,434,B,The client,2
1599,434,C,Management,3
1600,434,D,External consultants,4
1601,435,A,Delayed,1
1602,435,B,Cancelled,2
1603,435,C,On track,3
1604,435,D,Behind schedule,4
1605,436,A,Finalize the report,1
1606,436,B,Start over,2
1607,436,C,Cancel it,3
1608,436,D,Delay it,4
1609,437,A,The client,1
1610,437,B,Management,2
1611,437,C,The team,3
1612,437,D,External consultants,4
1613,438,A,Delayed,1
1614,438,B,Cancelled,2
1615,438,C,On track,3
1616,438,D,Behind schedule,4
1617,439,A,Finalize the report,1
1618,439,B,Start over,2
1619,439,C,Cancel it,3
1620,439,D,Delay it,4
1621,440,A,The team,1
1622,440,B,The client,2
1623,440,C,Management,3
1624,440,D,External consultants,4
1625,441,A,On track,1
1626,441,B,Delayed,2
1627,441,C,Cancelled,3
1628,441,D,Behind schedule,4
