id,lesson_id,part,group_number,title,passage,knowledge,display_order,created_at,updated_at
30,2,5,30,Part 5 - Incomplete Sentence 030,,"💡 Mẹo về so sánh: Khi thấy than, khả năng cao câu đang sử dụng cấu trúc so sánh hơn.",30,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
31,2,5,31,Part 5 - Incomplete Sentence 031,,"💡 Mẹo về liên từ: and bổ sung, but thể hiện tương phản, because chỉ nguyên nhân và so chỉ kết quả.",31,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
32,2,5,32,Part 5 - Incomplete Sentence 032,,💡 Mẹo về although: although thường nối hai ý tương phản và không đi cùng but trong cùng một cấu trúc.,32,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
33,2,5,33,Part 5 - Incomplete Sentence 033,,"💡 Mẹo về because và because of: because đi với mệnh đề, còn because of đi với danh từ hoặc cụm danh từ.",33,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
34,2,5,34,Part 5 - Incomplete Sentence 034,,"💡 Mẹo về despite và although: despite đi với danh từ/V-ing, còn although đi với một mệnh đề.",34,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
35,2,5,35,Part 5 - Incomplete Sentence 035,,💡 Mẹo về therefore: therefore thường dùng để thể hiện kết quả hoặc kết luận.,35,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
36,2,5,36,Part 5 - Incomplete Sentence 036,,"💡 Mẹo về so và such: so thường đứng trước tính từ/trạng từ, such thường đứng trước danh từ hoặc cụm danh từ.",36,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
37,2,5,37,Part 5 - Incomplete Sentence 037,,"💡 Mẹo về too và enough: too mang nghĩa quá mức, enough mang nghĩa đủ để thực hiện hành động.",37,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
38,2,5,38,Part 5 - Incomplete Sentence 038,,💡 Mẹo về too...to: cấu trúc này thường diễn tả một điều quá mức khiến hành động không thể xảy ra.,38,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
39,2,5,39,Part 5 - Incomplete Sentence 039,,"💡 Mẹo về enough to: đủ... để làm gì, thường dùng adjective/adverb + enough + to V.",39,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
40,2,5,40,Part 5 - Incomplete Sentence 040,,"💡 Mẹo về từ chỉ số lượng: many dùng với danh từ đếm được số nhiều, much dùng với danh từ không đếm được.",40,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
41,3,5,41,Part 5 - Incomplete Sentence 041,,"💡 Mẹo phân biệt few và little: few dùng với danh từ đếm được, little dùng với danh từ không đếm được.",41,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
42,3,5,42,Part 5 - Incomplete Sentence 042,,"💡 Mẹo phân biệt few và a few: few mang nghĩa rất ít, còn a few mang nghĩa có một vài.",42,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
43,3,5,43,Part 5 - Incomplete Sentence 043,,"💡 Mẹo phân biệt little và a little: little mang nghĩa gần như không có, còn a little mang nghĩa có một ít.",43,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
44,3,5,44,Part 5 - Incomplete Sentence 044,,💡 Mẹo về each và every: cả hai thường đi với danh từ số ít và động từ số ít.,44,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
45,3,5,45,Part 5 - Incomplete Sentence 045,,💡 Mẹo về both: both dùng cho hai đối tượng và thường đi với danh từ số nhiều.,45,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
46,3,5,46,Part 5 - Incomplete Sentence 046,,"💡 Mẹo về either và neither: either nói về một trong hai, neither nói về không cái nào trong hai.",46,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
47,3,5,47,Part 5 - Incomplete Sentence 047,,💡 Mẹo về either...or: động từ thường hòa hợp với chủ ngữ gần nó.,47,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
48,3,5,48,Part 5 - Incomplete Sentence 048,,💡 Mẹo về neither...nor: hãy kiểm tra chủ ngữ gần động từ để chia động từ phù hợp.,48,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
49,3,5,49,Part 5 - Incomplete Sentence 049,,"💡 Mẹo về all và every: all có thể đi với danh từ số nhiều hoặc không đếm được, every đi với danh từ số ít.",49,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
50,3,5,50,Part 5 - Incomplete Sentence 050,,"💡 Mẹo về another và other: another thường đi với danh từ số ít, other thường đi với danh từ số nhiều hoặc không đếm được.",50,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
51,3,5,51,Part 5 - Incomplete Sentence 051,,💡 Mẹo về the other: dùng khi nói đến đối tượng còn lại trong hai đối tượng.,51,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
52,3,5,52,Part 5 - Incomplete Sentence 052,,💡 Mẹo về another: có thể hiểu là one more hoặc một cái khác trong cùng nhóm.,52,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
53,3,5,53,Part 5 - Incomplete Sentence 053,,"💡 Mẹo về từ loại: Nếu đáp án có cùng gốc từ nhưng khác hậu tố, hãy xác định vị trí chỗ trống trước khi xét nghĩa.",53,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
54,3,5,54,Part 5 - Incomplete Sentence 054,,"💡 Mẹo hậu tố danh từ: -tion, -ment, -ness, -ity thường là dấu hiệu của danh từ.",54,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
55,3,5,55,Part 5 - Incomplete Sentence 055,,"💡 Mẹo hậu tố tính từ: -ful, -less, -ous, -ive, -able thường là dấu hiệu của tính từ.",55,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
56,3,5,56,Part 5 - Incomplete Sentence 056,,"💡 Mẹo hậu tố trạng từ: -ly là dấu hiệu phổ biến của trạng từ, nhưng cần kiểm tra ngữ cảnh vì không phải từ nào kết thúc bằng -ly cũng là trạng từ.",56,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
57,3,5,57,Part 5 - Incomplete Sentence 057,,"💡 Mẹo hậu tố động từ: -ize, -ify, -en thường xuất hiện trong nhiều động từ.",57,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
58,3,5,58,Part 5 - Incomplete Sentence 058,,"💡 Mẹo collocation: Khi hai đáp án đều đúng nghĩa, hãy kiểm tra từ nào thường đi cùng từ xung quanh hơn.",58,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
59,3,5,59,Part 5 - Incomplete Sentence 059,,💡 Mẹo học từ vựng TOEIC: Đừng học từ đơn lẻ. Hãy ghi nhớ cả cụm từ và cách dùng trong câu.,59,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
60,3,5,60,Part 5 - Incomplete Sentence 060,,💡 Mẹo về phrasal verbs: Nghĩa của cụm động từ có thể khác hoàn toàn nghĩa của từng từ riêng lẻ.,60,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
61,4,5,61,Part 5 - Incomplete Sentence 061,,"💡 Mẹo về trạng từ chỉ tần suất: usually, often, always thường đứng trước động từ thường nhưng sau động từ to be.",61,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
62,4,5,62,Part 5 - Incomplete Sentence 062,,"💡 Mẹo về trạng từ chỉ mức độ: very, quite, extremely thường đứng trước tính từ hoặc trạng từ cần bổ nghĩa.",62,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
63,4,5,63,Part 5 - Incomplete Sentence 063,,"💡 Mẹo về linking verbs: Sau be, seem, become, feel, look, appear thường dùng tính từ để mô tả chủ ngữ.",63,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
64,4,5,64,Part 5 - Incomplete Sentence 064,,"💡 Mẹo về look: look + adjective khi mô tả trạng thái, không dùng trạng từ trong cấu trúc này.",64,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
65,4,5,65,Part 5 - Incomplete Sentence 065,,💡 Mẹo về feel: feel + adjective thường dùng để mô tả cảm giác hoặc trạng thái.,65,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
66,4,5,66,Part 5 - Incomplete Sentence 066,,💡 Mẹo về make: make + object + adjective thường diễn tả làm cho ai/cái gì trở nên như thế nào.,66,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
67,4,5,67,Part 5 - Incomplete Sentence 067,,💡 Mẹo về let: let + object + V nguyên mẫu.,67,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
68,4,5,68,Part 5 - Incomplete Sentence 068,,💡 Mẹo về have: have + object + V3 có thể dùng để diễn tả nhờ ai làm việc gì.,68,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
69,4,5,69,Part 5 - Incomplete Sentence 069,,💡 Mẹo về câu điều kiện: Xác định loại điều kiện trước khi chia động từ ở hai mệnh đề.,69,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
70,4,5,70,Part 5 - Incomplete Sentence 070,,"💡 Mẹo câu điều kiện loại 1: If + hiện tại đơn, mệnh đề chính thường dùng will + V.",70,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
71,4,5,71,Part 5 - Incomplete Sentence 071,,"💡 Mẹo câu điều kiện loại 2: If + quá khứ đơn, mệnh đề chính thường dùng would + V.",71,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
72,4,5,72,Part 5 - Incomplete Sentence 072,,"💡 Mẹo câu điều kiện loại 3: If + had + V3, mệnh đề chính thường dùng would have + V3.",72,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
73,4,5,73,Part 5 - Incomplete Sentence 073,,💡 Mẹo câu ước: wish ở hiện tại thường đi với quá khứ đơn để diễn tả điều trái với hiện tại.,73,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
74,4,5,74,Part 5 - Incomplete Sentence 074,,💡 Mẹo câu ước quá khứ: wish + had + V3 thường diễn tả sự tiếc nuối về một việc đã xảy ra.,74,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
75,4,5,75,Part 5 - Incomplete Sentence 075,,"💡 Mẹo về reported speech: Khi động từ tường thuật ở quá khứ, thì trong lời nói thường được lùi một bậc.",75,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
76,4,5,76,Part 5 - Incomplete Sentence 076,,"💡 Mẹo về câu hỏi gián tiếp: Sau các cấu trúc như Could you tell me..., dùng trật tự câu khẳng định thay vì đảo trợ động từ.",76,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
77,4,5,77,Part 5 - Incomplete Sentence 077,,💡 Mẹo về dấu hiệu thời gian: Đừng chỉ nhìn một từ. Hãy xét toàn bộ câu và ngữ cảnh để chọn thì.,77,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
78,4,5,78,Part 5 - Incomplete Sentence 078,,"💡 Mẹo về chủ ngữ giả: Trong cấu trúc It is + adjective + to V, it không phải chủ ngữ mang nghĩa thực.",78,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
79,4,5,79,Part 5 - Incomplete Sentence 079,,💡 Mẹo về there is/there are: Động từ be phải phù hợp với danh từ đứng sau.,79,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
80,4,5,80,Part 5 - Incomplete Sentence 080,,"💡 Mẹo về danh từ không đếm được: information, advice, equipment, furniture thường không dùng ở dạng số nhiều.",80,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
81,5,5,81,Part 5 - Incomplete Sentence 081,,💡 Mẹo về money: money là danh từ không đếm được nên không dùng moneys trong cách dùng thông thường.,81,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
82,5,5,82,Part 5 - Incomplete Sentence 082,,💡 Mẹo về news: news kết thúc bằng s nhưng được xem là danh từ số ít.,82,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
83,5,5,83,Part 5 - Incomplete Sentence 083,,💡 Mẹo về people: people thường là danh từ số nhiều và đi với động từ số nhiều.,83,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
84,5,5,84,Part 5 - Incomplete Sentence 084,,"💡 Mẹo về staff: staff có thể được dùng như danh từ tập thể, hãy xét ngữ cảnh để chọn động từ phù hợp.",84,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
85,5,5,85,Part 5 - Incomplete Sentence 085,,💡 Mẹo về danh từ ghép: Xác định từ chính trong cụm danh từ để hiểu ý nghĩa và số của cụm.,85,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
86,5,5,86,Part 5 - Incomplete Sentence 086,,"💡 Mẹo về possessive: Với người, sở hữu cách có thể dùng apostrophe + s hoặc apostrophe tùy số ít/số nhiều.",86,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
87,5,5,87,Part 5 - Incomplete Sentence 087,,💡 Mẹo về dấu phẩy: Cẩn thận với các cụm chen giữa chủ ngữ và động từ vì chúng có thể khiến bạn chọn sai dạng động từ.,87,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
88,5,5,88,Part 5 - Incomplete Sentence 088,,"💡 Mẹo loại trừ: Nếu chưa biết đáp án, hãy loại các lựa chọn sai rõ ràng về từ loại hoặc cấu trúc trước.",88,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
89,5,5,89,Part 5 - Incomplete Sentence 089,,"💡 Mẹo làm Part 5: Xác định từ loại trước, sau đó mới xét nghĩa. Đây là cách nhanh để xử lý nhiều câu.",89,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
90,5,5,90,Part 5 - Incomplete Sentence 090,,"💡 Mẹo làm Part 5: Nếu câu hỏi kiểm tra ngữ pháp, không cần dịch toàn bộ câu. Tập trung vào cấu trúc quanh chỗ trống.",90,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
91,5,5,91,Part 5 - Incomplete Sentence 091,,"💡 Mẹo làm Part 5: Nếu bốn đáp án khác nhau về từ vựng nhưng cùng từ loại, hãy đọc toàn bộ câu để xác định nghĩa.",91,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
92,5,5,92,Part 5 - Incomplete Sentence 092,,💡 Mẹo làm Part 5: Đáp án đúng phải vừa đúng ngữ pháp vừa phù hợp với collocation.,92,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
93,5,5,93,Part 5 - Incomplete Sentence 093,,"💡 Mẹo làm nhanh: Ưu tiên các câu nhận biết cấu trúc rõ ràng trước, sau đó quay lại câu từ vựng khó.",93,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
94,5,5,94,Part 5 - Incomplete Sentence 094,,"💡 Mẹo kiểm tra động từ: Sau modal verb không thêm -s, -ed hoặc -ing nếu không có cấu trúc đặc biệt.",94,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
95,5,5,95,Part 5 - Incomplete Sentence 095,,"💡 Mẹo kiểm tra adjective/adverb: Nếu chỗ trống mô tả cách một hành động diễn ra, khả năng cao cần trạng từ.",95,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
96,5,5,96,Part 5 - Incomplete Sentence 096,,"💡 Mẹo kiểm tra noun: Nếu chỗ trống đóng vai trò chủ ngữ hoặc tân ngữ, hãy kiểm tra khả năng cần danh từ.",96,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
97,5,5,97,Part 5 - Incomplete Sentence 097,,"💡 Mẹo kiểm tra preposition: Sau giới từ thường là danh từ, đại từ hoặc V-ing.",97,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
98,5,5,98,Part 5 - Incomplete Sentence 098,,💡 Mẹo kiểm tra conjunction: Sau liên từ phụ thuộc thường cần một mệnh đề hoàn chỉnh.,98,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
99,5,5,99,Part 5 - Incomplete Sentence 099,,"💡 Mẹo cuối Part 5: Khi phân vân giữa hai đáp án, hãy đọc lại cả câu với từng đáp án và chọn câu tự nhiên nhất.",99,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
100,5,5,100,Part 5 - Incomplete Sentence 100,,💡 Mẹo tổng hợp Part 5: Xác định từ loại → kiểm tra cấu trúc → kiểm tra thì/sự hòa hợp → cuối cùng mới xét nghĩa.,100,2026-08-10 11:31:21.892622,2026-08-10 11:31:21.892622
101,6,6,1,Part 6 - Text Completion 001,"Thông báo cuộc họp

The manager recently sent an update about the meeting. The information is intended to help employees understand the latest arrangements. 
[1] _____ office _____ at 8:00 A.M. every weekday. [2] _____ _____ their identification cards when they enter the building. [3] _____ manager usually _____ the weekly schedule on Friday. [4] _____ system automatically _____ customers when an order is shipped.
The department will provide additional assistance if necessary. Thank you for your cooperation.",💡 Mẹo Part 6: Đọc tiêu đề hoặc câu đầu để xác định chủ đề trước khi làm từng câu.,1,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
102,6,6,2,Part 6 - Text Completion 002,"Email khách hàng

The customer recently sent an update about the order. The information is intended to help service team understand the latest arrangements. 
[1] _____ accounting team _____ the monthly report now. [2] _____ employees _____ in the training room at the moment. [3] _____ technician _____ the printer right now. [4] _____ _____ a new customer database this week.
The department will provide additional assistance if necessary. Thank you for your cooperation.",💡 Mẹo Part 6: Đọc câu trước và câu sau chỗ trống để xác định từ loại cần điền.,2,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
202,11,7,2,Part 7 - Single Passage 002,Greenway Electronics has shipped a customer's order for two wireless keyboards. The package is expected to arrive on Thursday. A tracking number is available in the customer's online account. This information was prepared for employees and customers to help them make the appropriate arrangements for variation 1.,"💡 Mẹo tìm ngày tháng: Khi câu hỏi hỏi thời gian, hãy quét nhanh các con số, ngày và tháng trong passage.",2,2026-08-10 14:18:37.790751,2026-08-10 14:18:37.790751
103,6,6,3,Part 6 - Text Completion 003,"Thông báo công ty

The company recently sent an update about the policy. The information is intended to help employees understand the latest arrangements. 
[1] _____ manager _____ the contract yesterday. [2] _____ conference _____ at 9:00 A.M. last Monday. [3] _____ company _____ its first branch in 2018. [4] _____ customer _____ the package two days ago.
The department will provide additional assistance if necessary. Thank you for your cooperation.",💡 Mẹo từ loại: Xác định vị trí ngữ pháp trước khi so sánh nghĩa của bốn đáp án.,3,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
104,6,6,4,Part 6 - Text Completion 004,"Lịch đào tạo

The trainer recently sent an update about the training session. The information is intended to help participants understand the latest arrangements. 
[1] _____ company _____ three new branches since January. [2] _____ _____ the requested documents already. [3] _____ manager _____ the report several times this week. [4] _____ team _____ the project successfully so far.
The department will provide additional assistance if necessary. Thank you for your cooperation.","💡 Mẹo liên từ: Kiểm tra quan hệ giữa hai câu là nguyên nhân, kết quả, tương phản hay bổ sung.",4,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
105,6,6,5,Part 6 - Text Completion 005,"Dự án văn phòng

The project manager recently sent an update about the project. The information is intended to help staff understand the latest arrangements. 
[1] _____ engineers _____ the system since early morning. [2] _____ _____ for the company for five years. [3] _____ team _____ on the proposal all afternoon. [4] _____ _____ the road since Monday.
The department will provide additional assistance if necessary. Thank you for your cooperation.","💡 Mẹo đại từ: Tìm danh từ mà it, they, this, these hoặc those đang thay thế.",5,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
106,6,6,6,Part 6 - Text Completion 006,"Sự kiện kinh doanh

The organizer recently sent an update about the conference. The information is intended to help attendees understand the latest arrangements. 
[1] _____ the time the meeting started, the manager _____ the documents. [2] _____ we arrived, the train _____ already left. [3] _____ company _____ the problem before the customers complained. [4] _____ realized that she _____ the wrong file.
The department will provide additional assistance if necessary. Thank you for your cooperation.",💡 Mẹo về reference: Đại từ phải phù hợp cả số ít/số nhiều và ý nghĩa với danh từ được thay thế.,6,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
107,6,6,7,Part 6 - Text Completion 007,"Báo cáo doanh thu

The finance manager recently sent an update about the report. The information is intended to help department understand the latest arrangements. 
[1] _____ manager _____ the results tomorrow. [2] _____ company _____ the new policy next month. [3] _____ _____ you when the order arrives. [4] _____ meeting _____ at 2:00 P.M. tomorrow.
The department will provide additional assistance if necessary. Thank you for your cooperation.",💡 Mẹo chọn câu: Đọc cả đoạn để xem câu cần chèn có nối logic với câu trước và câu sau hay không.,7,2026-08-10 12:43:50.483122,2026-08-10 12:43:50.483122
