id,question_id,option_label,option_text,display_order
133,65,A,A conference session is full.,1
134,65,B,An elevator is not working.,2
135,65,C,A workshop has changed locations.,3
136,65,D,Parking is not free.,4
137,66,A,Area 1,1
138,66,B,Area 2,2
139,66,C,Area 3,3
140,66,D,Area 4,4
141,67,A,A workshop is starting soon.,1
142,67,B,A parking pass is about to expire.,2
143,67,C,A shuttle is running late.,3
144,67,D,A friend is waiting outside.,4
145,68,A,She wants to request a refund.,1
146,68,B,She is unable to place an order online.,2
147,68,C,She wants to extend a deadline.,3
148,68,D,She is unhappy with a product purchased recently.,4
149,69,A,$169.99,1
150,69,B,$149.99,2
151,69,C,$129.99,3
152,69,D,$179.99,4
153,70,A,Update a Web site,1
154,70,B,Search a storage area,2
155,70,C,Contact another store location,3
156,70,D,Check an incoming shipment,4
157,71,A,The quality of its food,1
158,71,B,The extended hours it is open,2
159,71,C,The style of its decor,3
160,71,D,The affordable prices it offers,4
161,72,A,Go on a tour,1
162,72,B,Get a free gift,2
163,72,C,Talk to an actor,3
164,72,D,Watch some movies,4
165,73,A,Arrive early,1
166,73,B,Use public transportation,2
167,73,C,Order tickets in advance,3
168,73,D,Purchase a membership,4
169,74,A,Request shuttle service,1
170,74,B,Extend a hotel stay,2
171,74,C,Change a room assignment,3
172,74,D,Cancel a reservation,4
173,75,A,To express approval for a room design,1
174,75,B,To explain why a hotel is successful,2
175,75,C,To indicate his disbelief,3
176,75,D,To deny the listener's request,4
177,76,A,Some warm clothes,1
178,76,B,Some swimwear,2
179,76,C,A credit card,3
180,76,D,A copy of a key,4
181,77,A,An archaeologist,1
183,77,C,A conservation expert,3
184,77,D,An athletic trainer,4
185,78,A,Take a water bottle,1
186,78,B,Consult a site map,2
187,78,C,Apply sunscreen regularly,3
188,78,D,Write careful notes,4
189,79,A,Answer some questions,1
190,79,B,Demonstrate a process,2
191,79,C,Introduce a colleague,3
192,79,D,Take the listeners to lunch,4
193,80,A,To inspect a factory,1
194,80,B,To repair a product,2
195,80,C,To perform in a concert,3
196,80,D,To attend a workshop,4
197,81,A,A seating arrangement is wrong.,1
198,81,B,A company credit card was not charged.,2
199,81,C,Some meal tickets were not sent.,3
200,81,D,Her taxi driver is unable to find a hotel.,4
201,82,A,Send an e-mail,1
202,82,B,Meet at an office,2
203,82,C,Confirm a schedule,3
204,82,D,Look up an account number,4
205,83,A,Keep a gate closed,1
206,83,B,Return equipment to a shed,2
207,83,C,Check a list of supplies,3
208,83,D,Select a free gift,4
209,84,A,A garden plot,1
210,84,B,A volunteer opportunity,2
211,84,C,A gardening workshop,3
212,84,D,A farmers market table,4
213,85,A,By signing up for a newsletter,1
214,85,B,By joining a membership program,2
215,85,C,By looking at a Web site,3
216,85,D,By attending weekly meetings,4
217,86,A,Financial planning,1
218,86,B,Digital marketing,2
219,86,C,Real estate sales,3
220,86,D,International shipping,4
221,87,A,It has several local offices.,1
222,87,B,It offers a money-back guarantee.,2
223,87,C,Its employees have industry certification.,3
224,87,D,Its employees work one-on-one with clients.,4
225,88,A,By sending an e-mail,1
226,88,B,By calling customer service,2
227,88,C,By filling out a questionnaire,3
228,88,D,By sending a text message,4
229,89,A,Marine biologists,1
230,89,B,Museum directors,2
231,89,C,Rare-book librarians,3
232,89,D,Agricultural engineers,4
233,90,A,An opportunity is unlikely to occur.,1
234,90,B,An award is impressive.,2
235,90,C,A decision will take longer than usual.,3
236,90,D,A competitor has been very successful.,4
237,91,A,Additional funds are needed.,1
238,91,B,Some special training is required.,2
239,91,C,An application has to be approved.,3
240,91,D,Some equipment needs to be ordered.,4
241,92,A,To recognize outstanding achievements,1
242,92,B,To introduce new products to the public,2
243,92,C,To announce a manager's retirement,3
244,92,D,To provide new employees with information,4
245,93,A,At a banquet hall,1
246,93,B,At a government building,2
247,93,C,At a factory,3
248,93,D,At a construction site,4
249,94,A,She needs to reschedule a meeting.,1
250,94,B,She will not be with the listeners in the afternoon.,2
251,94,C,A customer has just placed a large order.,3
252,94,D,A marketing campaign will begin soon.,4
253,95,A,To place an order,1
254,95,B,To dispute a charge,2
255,95,C,To arrange a meeting,3
256,95,D,To check a store's inventory,4
257,96,A,SG-200,1
258,96,B,SG-250,2
259,96,C,XG-300,3
260,96,D,XG-350,4
261,97,A,A warranty,1
262,97,B,A return process,2
263,97,C,A delivery fee,3
264,97,D,Product availability,4
265,98,A,Marketing experts,1
266,98,B,Product testers,2
267,98,C,Product designers,3
268,98,D,Audio engineers,4
269,99,A,40 percent,1
270,99,B,50 percent,2
271,99,C,60 percent,3
272,99,D,80 percent,4
273,100,A,A competitor is making a similar product.,1
274,100,B,A product will be offered for sale soon.,2
275,100,C,A product will be introduced at a trade show.,3
276,100,D,The cost of a product's materials will rise soon.,4
277,101,A,encourage,1
278,101,B,is encouraging,2
279,101,C,encouraged,3
280,101,D,was encouraged,4
281,102,A,for,1
282,102,B,about,2
283,102,C,to,3
284,102,D,at,4
285,103,A,his,1
286,103,B,him,2
287,103,C,himself,3
288,103,D,he,4
289,104,A,allow,1
290,104,B,manage,2
291,104,C,succeed,3
292,104,D,finish,4
293,105,A,safety,1
294,105,B,safe,2
295,105,C,safeness,3
296,105,D,safely,4
297,106,A,arranged,1
298,106,B,ready,2
299,106,C,available,3
300,106,D,qualified,4
301,107,A,Attendance,1
302,107,B,Attend,2
303,107,C,Attends,3
304,107,D,Attended,4
305,108,A,tightly,1
306,108,B,occasionally,2
307,108,C,vaguely,3
308,108,D,realistically,4
309,109,A,who,1
310,109,B,around,2
311,109,C,that,3
312,109,D,therefore,4
313,110,A,however,1
314,110,B,furthermore,2
315,110,C,as if,3
316,110,D,such as,4
317,111,A,improve,1
318,111,B,improved,2
319,111,C,improving,3
320,111,D,improvement,4
321,112,A,issue,1
322,112,B,alert,2
323,112,C,claim,3
324,112,D,member,4
325,113,A,remark,1
326,113,B,remarked,2
327,113,C,remarking,3
328,113,D,remarkable,4
329,114,A,rarely,1
330,114,B,honestly,2
331,114,C,doubtfully,3
332,114,D,directly,4
333,115,A,their,1
334,115,B,they,2
335,115,C,them,3
336,115,D,themselves,4
337,116,A,participate,1
338,116,B,consider,2
339,116,C,grant,3
340,116,D,make,4
341,117,A,active,1
342,117,B,actively,2
343,117,C,activate,3
344,117,D,activity,4
345,118,A,renew,1
346,118,B,consume,2
347,118,C,identify,3
348,118,D,resemble,4
349,119,A,protect,1
350,119,B,protects,2
351,119,C,protective,3
352,119,D,protectively,4
353,120,A,security,1
354,120,B,bracket,2
355,120,C,connector,3
356,120,D,merger,4
357,121,A,confide,1
358,121,B,confidential,2
359,121,C,confidentially,3
360,121,D,confidentiality,4
361,122,A,memories,1
362,122,B,varieties,2
363,122,C,trends,3
364,122,D,rehearsals,4
365,123,A,inspect,1
366,123,B,inspected,2
367,123,C,are inspecting,3
368,123,D,are inspected,4
369,124,A,brief,1
370,124,B,loyal,2
371,124,C,strict,3
372,124,D,careful,4
373,125,A,invest,1
374,125,B,investing,2
375,125,C,invested,3
376,125,D,investments,4
377,126,A,accessible,1
378,126,B,formal,2
379,126,C,reasonable,3
380,126,D,likely,4
381,127,A,controlling,1
382,127,B,consequently,2
383,127,C,beneath,3
384,127,D,even though,4
385,128,A,around,1
386,128,B,until,2
387,128,C,despite,3
388,128,D,past,4
389,129,A,will equip,1
390,129,B,to equip,2
391,129,C,has been equipped,3
392,129,D,is equipping,4
393,130,A,Because of,1
394,130,B,Instead of,2
395,130,C,Whenever,3
396,130,D,Although,4
397,131,A,locate,1
398,131,B,located,2
399,131,C,locates,3
400,131,D,location,4
401,132,A,The results will be announced later this month.,1
402,132,B,We are proud to serve our community with excellence.,2
403,132,C,Pat and Kenny's shop excelled in all four categories.,3
404,132,D,Please call in advance to schedule an appointment.,4
406,133,B,We,2
407,133,C,They,3
408,133,D,He,4
409,134,A,While,1
410,134,B,Despite,2
411,134,C,Even,3
412,134,D,Yet,4
413,135,A,economy,1
414,135,B,economics,2
415,135,C,economize,3
416,135,D,economical,4
417,136,A,below,1
418,136,B,finally,2
419,136,C,sometimes,3
420,136,D,hourly,4
421,137,A,Come again very soon.,1
422,137,B,It is warmer in the store.,2
423,137,C,Do not take it inside.,3
424,137,D,The tank is prefilled.,4
425,138,A,model,1
426,138,B,version,2
427,138,C,heater,3
428,138,D,replacement,4
429,139,A,experience,1
430,139,B,experienced,2
431,139,C,experiencing,3
432,139,D,experiential,4
433,140,A,either,1
434,140,B,both,2
435,140,C,rather,3
436,140,D,each,4
437,141,A,Therefore,1
438,141,B,Regardless,2
439,141,C,For example,3
440,141,D,Moreover,4
441,142,A,We also need to inform you that your payment is five days past due.,1
442,142,B,We recommend that you purchase all related accessories in our retail store.,2
443,142,C,"If you get an error message, disconnect from the Internet and try again.",3
444,142,D,"If you cannot find what you need online, simply call our support number.",4
445,143,A,enlarged,1
446,143,B,discontinued,2
447,143,C,accessible,3
448,143,D,refreshed,4
449,144,A,sharing,1
450,144,B,but,2
451,144,C,except,3
452,144,D,as well as,4
453,145,A,routes,1
454,145,B,responses,2
455,145,C,software,3
456,145,D,careers,4
457,146,A,People often use credit cards to purchase meals during the flight.,1
458,146,B,Many people like public transportation because it is inexpensive.,2
459,146,C,The durable cards are made from recycled materials.,3
460,146,D,There was a small price increase last month.,4
461,147,A,It provides materials for students.,1
462,147,B,It has stores in multiple locations.,2
463,147,C,It is celebrating an anniversary.,3
464,147,D,It provides free shipping for online orders.,4
465,148,A,Box of ten cards,1
466,148,B,Box of five invitations,2
467,148,C,Wireless mouse,3
468,148,D,Desk lamp,4
469,149,A,To inquire about leasing a vehicle,1
470,149,B,To inform a customer of required car maintenance,2
471,149,C,To announce the release of a new car,3
472,149,D,To register a used car for an extended warranty,4
473,150,A,It performs the servicing of its company vehicles.,1
474,150,B,It has a new project beginning March 1.,2
475,150,C,It provides leased cars to some employees.,3
476,150,D,It will soon begin a construction project for Toshi Auto Group.,4
477,151,A,To promote a new line of cookware,1
478,151,B,To advertise an orchestra concert,2
479,151,C,To announce a new series of books,3
480,151,D,To provide a calendar of local events,4
481,152,A,An awards ceremony,1
482,152,B,The publication of a life story,2
483,152,C,The release of a new album,3
484,152,D,The launch of a celebrity's restaurant,4
485,153,A,Its record-breaking sales,1
486,153,B,Its roots in Manchester,2
487,153,C,Its focus on fiction and poetry,3
488,153,D,Its broad range of authors,4
489,154,A,Some new employees are absent.,1
490,154,B,Some boxes are incorrectly labeled.,2
491,154,C,A package delivery is delayed.,3
492,154,D,An access door is malfunctioning.,4
493,155,A,An electrician has arrived at a work site.,1
494,155,B,Some equipment is operating smoothly.,2
495,155,C,Trainees can help with some shipments.,3
496,155,D,Ms. Sadauskas is well suited for her job.,4
497,156,A,An image is not displaying clearly.,1
498,156,B,A projector needs to be set up.,2
499,156,C,Audio is not functioning properly.,3
500,156,D,A microphone needs to be repaired.,4
501,157,A,Visit a client site.,1
502,157,B,Deliver a product.,2
503,157,C,Create an online video.,3
504,157,D,Give a presentation.,4
505,158,A,2:00 P.M.,1
506,158,B,2:15 P.M.,2
507,158,C,2:30 P.M.,3
508,158,D,3:00 P.M.,4
509,159,A,Marketing,1
510,159,B,Finance,2
511,159,C,Advertising,3
512,159,D,Executive management,4
513,160,A,To summarize a previous meeting,1
514,160,B,To explain a promotional campaign,2
515,160,C,To provide information about a budget,3
516,160,D,To review recently approved documents,4
517,161,A,She accepts Mr. Seidal's offer.,1
518,161,B,She agrees that Mr. Iverman should attend the meeting at 3:00 P.M.,2
519,161,C,She is pleased with the proposed budget.,3
520,161,D,She is happy that a project has been completed.,4
521,162,A,He informed her of a job opening.,1
522,162,B,He will require a professional reference.,2
523,162,C,He would make a good business partner.,3
524,162,D,He is considering resigning from his position.,4
525,163,A,transport,1
526,163,B,communicate,2
527,163,C,recommend,3
528,163,D,adapt,4
529,164,A,She wants a higher salary for her efforts.,1
530,164,B,She wants to work with a more experienced team.,2
531,164,C,She wants more opportunities for advancement.,3
532,164,D,She wants a role that inspires her more.,4
533,165,A,To request a placement in a particular country,1
534,165,B,To discuss how she came to acquire strategic industry contacts,2
535,165,C,To explain how she became aware of certain world issues,3
536,165,D,To emphasize her experience with people of different backgrounds,4
537,166,A,Medical supplies,1
538,166,B,Farming equipment,2
539,166,C,Cabinets and furniture,3
540,166,D,Glass laboratory equipment,4
541,167,A,It reorganized a client's laboratory.,1
542,167,B,It converted its vehicles to use biofuels.,2
543,167,C,It expanded staffing at its production facility.,3
544,167,D,It helped a client organize a trade show.,4
545,168,A,By e-mail,1
546,168,B,By phone,2
547,168,C,By instant message,3
548,168,D,By an online form,4
549,169,A,Cook,1
550,169,B,Cashier,2
551,169,C,Interior designer,3
552,169,D,Event planner,4
553,170,A,Respond to a survey,1
554,170,B,Arrange for an interview,2
555,170,C,Submit a recording,3
556,170,D,Provide references,4
557,171,A,[1],1
558,171,B,[2],2
559,171,C,[3],3
560,171,D,[4],4
561,172,A,To promote a technology show,1
562,172,B,To introduce a product,2
563,172,C,To interview smartphone users,3
564,172,D,To announce a recall of a device,4
565,173,A,£39,1
566,173,B,£59,2
567,173,C,£79,3
568,173,D,£100,4
569,174,A,The screen size,1
570,174,B,The camera resolution,2
571,174,C,The price,3
572,174,D,The charger,4
573,175,A,[1],1
574,175,B,[2],2
575,175,C,[3],3
576,175,D,[4],4
577,176,A,It provides mobile phones to some employees.,1
578,176,B,Its employees value confidentiality.,2
579,176,C,It has recently changed its phone system.,3
580,176,D,It offers technology training to employees.,4
581,177,A,periodic,1
582,177,B,orderly,2
583,177,C,customary,3
584,177,D,legitimate,4
585,178,A,In a weekly managers' meeting,1
586,178,B,In a work order,2
587,178,C,In a phone call,3
588,178,D,In a personal voice mail,4
589,179,A,By agreeing to everything Ms. Xi asked for,1
590,179,B,By resetting the password on Ms. Xi's phone,2
591,179,C,By referring the matter to another technician,3
592,179,D,By proposing to fulfill only part of Ms. Xi's request,4
593,180,A,Make the needed changes to her voice-mail system,1
594,180,B,Attend training about the new voice-mail system,2
595,180,C,Confirm that she wants him to change her voice-mail system,3
596,180,D,Provide a clear description of the problem with her voice-mail system,4
597,181,A,He coordinates a game development team.,1
598,181,B,He is convinced that Titan Adventure is overpriced.,2
599,181,C,He is a new employee at Rimerko Games.,3
600,181,D,He will leave on a business trip on October 10.,4
601,182,A,It is a major competitor of Titan Adventure.,1
602,182,B,It features an open-world format.,2
603,182,C,It is the first video game in a series.,3
604,182,D,It is Rimerko's most challenging game.,4
605,183,A,She wrote the script for Neptune's Voyage.,1
606,183,B,She successfully addressed Mr. Merson's concern.,2
607,183,C,She won an award for game design.,3
608,183,D,She is a project manager.,4
609,184,A,It has players act in the role of Neptune.,1
610,184,B,It uses lighting to show players where to navigate.,2
611,184,C,It introduces a completely new set of characters.,3
612,184,D,It lets players explore new features without guidance.,4
613,185,A,On September 4,1
614,185,B,On October 10,2
615,185,C,On April 1,3
616,185,D,On May 5,4
617,186,A,The advertising manager at a radio station,1
618,186,B,The host of a community news program,2
619,186,C,The music director at Wonder Ridge Radio,3
620,186,D,The host of a sports radio program,4
621,187,A,To express praise for the radio station,1
622,187,B,To ask about job opportunities,2
623,187,C,To request more sports talk show programming,3
624,187,D,To inquire about the name of a song,4
625,188,A,Between 6 A.M. and noon,1
626,188,B,Between noon and 4 P.M.,2
627,188,C,Between 4 P.M. and 7 P.M.,3
628,188,D,Between 7 P.M. and 10 P.M.,4
629,189,A,A willingness to travel,1
630,189,B,Familiarity with computers,2
631,189,C,A degree in communications,3
632,189,D,Extensive experience in the radio industry,4
633,190,A,Coffee Break,1
634,190,B,Afternoon Jazz,2
635,190,C,Folk Frenzy,3
636,190,D,Josie's Joint,4
637,191,A,They can be made only on certain days.,1
638,191,B,They can be made only online.,2
639,191,C,They can be filed only by authorized personnel.,3
640,191,D,They can be filed only after a fee is paid.,4
641,192,A,To add information to a Web portal,1
642,192,B,To help his company advise the city,2
643,192,C,To identify an accounting error,3
644,192,D,To learn how an agency is structured,4
645,193,A,Go through a security screening,1
646,193,B,Get a parking permit,2
647,193,C,Present some identification,3
648,193,D,Sign a logbook,4
649,194,A,An itemized statement of fees,1
650,194,B,A letter from his company,2
651,194,C,A phone call from a city official,3
652,194,D,A password for the Web portal,4
653,195,A,Room 100,1
654,195,B,Room 101,2
655,195,C,Room 102,3
656,195,D,Room 103,4
657,196,A,He enjoys his work as a director.,1
658,196,B,He has been a mentor to many young people.,2
659,196,C,He is a well-known actor.,3
660,196,D,He has written many books.,4
661,197,A,In Sweden,1
662,197,B,In France,2
663,197,C,In Italy,3
664,197,D,In the United Kingdom,4
665,198,A,To go on a vacation,1
666,198,B,To interview for a new job,2
667,198,C,To attend an international film festival,3
668,198,D,To speak at a conference,4
669,199,A,To reserve a hotel room,1
670,199,B,To confirm meeting arrangements,2
671,199,C,To discuss an idea for a movie,3
672,199,D,To ask for transportation,4
673,200,A,He hopes to write for a British news site.,1
674,200,B,He just hired a new assistant.,2
675,200,C,He was pleased with Ms. Joshi's review of his book.,3
676,200,D,He frequently cooks special meals.,4
