id,lesson_id,title,audio_url,start_seconds,end_seconds,display_order,created_at,updated_at,image_url,knowledge
46,13,Question 46,/listening/part1/dataset01/q46.mp3,,,46,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q46.jpg,"Part 1 – Mẹo 46: Với ảnh cửa hàng, chú ý browsing, shopping, paying và carrying items."
47,9,Question 47,/listening/part1/dataset01/q47.mp3,,,47,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q47.jpg,Part 1 – Mẹo 47: Phân biệt looking at merchandise với buying merchandise.
48,1,Question 48,/listening/part1/dataset01/q48.mp3,,,48,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q48.jpg,"Part 1 – Mẹo 48: Khi người đang thanh toán, tìm dấu hiệu của cash, card hoặc cashier."
49,5,Question 49,/listening/part1/dataset01/q49.mp3,,,49,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q49.jpg,Part 1 – Mẹo 49: Không suy diễn rằng một người đang mua hàng chỉ vì họ đang đứng trong cửa hàng.
50,5,Question 50,/listening/part1/dataset01/q50.mp3,,,50,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q50.jpg,"Part 1 – Mẹo 50: Với quầy hàng, chú ý vị trí của customer và employee."
51,5,Question 51,/listening/part1/dataset01/q51.mp3,,,51,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q51.jpg,"Part 1 – Mẹo 51: Với ảnh công trường, tập trung vào hành động như building, repairing hoặc carrying."
52,17,Question 52,/listening/part1/dataset01/q52.mp3,,,52,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q52.jpg,Part 1 – Mẹo 52: Phân biệt wearing safety equipment với performing construction work.
53,1,Question 53,/listening/part1/dataset01/q53.mp3,,,53,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q53.jpg,"Part 1 – Mẹo 53: Khi thấy mũ bảo hộ, không mặc định người đó đang xây dựng nếu hành động khác được thể hiện."
54,17,Question 54,/listening/part1/dataset01/q54.mp3,,,54,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q54.jpg,"Part 1 – Mẹo 54: Với công cụ, chú ý người đang using, holding hay placing công cụ."
55,5,Question 55,/listening/part1/dataset01/q55.mp3,,,55,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q55.jpg,"Part 1 – Mẹo 55: Nếu một vật nằm trên bề mặt, chú ý giới từ on, beside hoặc under."
56,17,Question 56,/listening/part1/dataset01/q56.mp3,,,56,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q56.jpg,Part 1 – Mẹo 56: Phân biệt equipment đang được sử dụng với equipment chỉ được đặt trong khu vực.
57,1,Question 57,/listening/part1/dataset01/q57.mp3,,,57,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q57.jpg,"Part 1 – Mẹo 57: Với ảnh kho hàng, chú ý loading, unloading, stacking và moving boxes."
58,5,Question 58,/listening/part1/dataset01/q58.mp3,,,58,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q58.jpg,"Part 1 – Mẹo 58: Với các thùng hàng, chú ý số lượng và vị trí thay vì đoán nội dung bên trong."
1,9,Question 01,/listening/part1/dataset01/q01.mp3,,,1,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q01.jpg,"Part 1 – Mẹo 1: Trước khi nghe, quan sát nhanh chủ thể chính trong ảnh để biết cần tập trung vào người hay đồ vật."
2,9,Question 02,/listening/part1/dataset01/q02.mp3,,,2,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q02.jpg,"Part 1 – Mẹo 2: Với ảnh có người, chú ý động từ mô tả hành động như standing, sitting, walking hoặc carrying."
301,4,Part 4 - Talk 01 - Library Announcement,/listening/part4/dataset01/g001.mp3,0.00,,1,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Main topic: nghe phần mở đầu để xác định chủ đề chính của bài nói.
302,4,Part 4 - Talk 02 - Airport Announcement,/listening/part4/dataset01/g002.mp3,0.00,,2,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Announcement: chú ý địa điểm, thời gian và lý do của thông báo."
303,4,Part 4 - Talk 03 - Office Meeting,/listening/part4/dataset01/g003.mp3,0.00,,3,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Speaker purpose: xác định người nói muốn thông báo, hướng dẫn, quảng cáo hay giải thích điều gì."
304,4,Part 4 - Talk 04 - Restaurant Advertisement,/listening/part4/dataset01/g004.mp3,0.00,,4,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Who: chú ý chức vụ, tên người và đối tượng được nhắc đến để xác định người liên quan."
3,17,Question 03,/listening/part1/dataset01/q03.mp3,,,3,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q03.jpg,Part 1 – Mẹo 3: Không chọn đáp án chỉ vì nghe thấy đúng tên đồ vật; hành động của đồ vật mới quyết định đáp án.
4,17,Question 04,/listening/part1/dataset01/q04.mp3,,,4,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q04.jpg,Part 1 – Mẹo 4: Phân biệt hành động đang diễn ra với trạng thái đứng yên của chủ thể.
5,1,Question 05,/listening/part1/dataset01/q05.mp3,,,5,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q05.jpg,"Part 1 – Mẹo 5: Khi ảnh có nhiều người, xác định người thực hiện hành động trước khi chọn đáp án."
6,9,Question 06,/listening/part1/dataset01/q06.mp3,,,6,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q06.jpg,"Part 1 – Mẹo 6: Chú ý giới từ chỉ vị trí như on, under, beside, behind và in front of."
7,17,Question 07,/listening/part1/dataset01/q07.mp3,,,7,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q07.jpg,"Part 1 – Mẹo 7: Với ảnh có bàn ghế hoặc vật dụng, kiểm tra chính xác vị trí tương đối giữa các vật."
8,17,Question 08,/listening/part1/dataset01/q08.mp3,,,8,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q08.jpg,Part 1 – Mẹo 8: Phân biệt near và beside; near chỉ sự gần nhau còn beside thường thể hiện vị trí ngay bên cạnh.
9,5,Question 09,/listening/part1/dataset01/q09.mp3,,,9,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q09.jpg,"Part 1 – Mẹo 9: Nếu ảnh có phương tiện, chú ý các động từ như driving, riding, parking hoặc boarding."
10,13,Question 10,/listening/part1/dataset01/q10.mp3,,,10,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q10.jpg,Part 1 – Mẹo 10: Không suy diễn hành động không nhìn thấy rõ trong ảnh.
11,1,Question 11,/listening/part1/dataset01/q11.mp3,,,11,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q11.jpg,"Part 1 – Mẹo 11: Với ảnh văn phòng, tập trung vào hành động của nhân viên và vị trí các thiết bị."
12,9,Question 12,/listening/part1/dataset01/q12.mp3,,,12,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q12.jpg,Part 1 – Mẹo 12: Máy tính đang được sử dụng khác với máy tính chỉ xuất hiện trong ảnh.
305,4,Part 4 - Talk 05 - Museum Tour,/listening/part4/dataset01/g005.mp3,0.00,,5,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Where: các địa danh, tòa nhà, phòng và khu vực thường là manh mối cho câu hỏi địa điểm."
306,4,Part 4 - Talk 06 - Train Announcement,/listening/part4/dataset01/g006.mp3,0.00,,6,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – When: chú ý tomorrow, later, next week, at noon và các mốc thời gian cụ thể."
308,4,Part 4 - Talk 08 - Hotel Notice,/listening/part4/dataset01/g008.mp3,0.00,,8,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – What: tập trung vào danh từ và động từ chính để xác định sự việc được hỏi.
309,4,Part 4 - Talk 09 - Store Advertisement,/listening/part4/dataset01/g009.mp3,0.00,,9,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Next action: hành động tiếp theo thường được báo hiệu bằng will, going to, plan to hoặc should."
310,4,Part 4 - Talk 10 - Company Training,/listening/part4/dataset01/g010.mp3,0.00,,10,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Detail: không cố ghi nhớ toàn bộ bài nói; chỉ tập trung vào thông tin liên quan câu hỏi.
312,4,Part 4 - Talk 12 - Airport Announcement,/listening/part4/dataset01/g012.mp3,0.00,,12,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Context: xác định nhanh đây là thông báo, quảng cáo, hướng dẫn, bài phát biểu hay tin tức."
313,4,Part 4 - Talk 13 - Office Meeting,/listening/part4/dataset01/g013.mp3,0.00,,13,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Numbers: nghe kỹ số tiền, số lượng, số phòng và số điện thoại vì chúng dễ gây nhầm."
314,4,Part 4 - Talk 14 - Restaurant Advertisement,/listening/part4/dataset01/g014.mp3,0.00,,14,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Dates: phân biệt ngày cụ thể với thời gian trong ngày hoặc thời hạn.
315,4,Part 4 - Talk 15 - Museum Tour,/listening/part4/dataset01/g015.mp3,0.00,,15,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Prices: chú ý regular price, sale price, discount và total cost."
316,4,Part 4 - Talk 16 - Train Announcement,/listening/part4/dataset01/g016.mp3,0.00,,16,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Schedule: chú ý start, finish, postpone, reschedule và cancel."
317,4,Part 4 - Talk 17 - Weather Report,/listening/part4/dataset01/g017.mp3,0.00,,17,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Deadline: by, before, no later than thường chỉ hạn cuối."
59,9,Question 59,/listening/part1/dataset01/q59.mp3,,,59,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q59.jpg,"Part 1 – Mẹo 59: Nếu một người đang đẩy vật, chú ý pushing thay vì pulling."
60,9,Question 60,/listening/part1/dataset01/q60.mp3,,,60,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q60.jpg,"Part 1 – Mẹo 60: Nếu một người kéo vật, đáp án dùng pushing phải bị loại."
61,13,Question 61,/listening/part1/dataset01/q61.mp3,,,61,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q61.jpg,"Part 1 – Mẹo 61: Với ảnh thư viện, chú ý reading, studying, searching và shelving books."
62,17,Question 62,/listening/part1/dataset01/q62.mp3,,,62,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q62.jpg,Part 1 – Mẹo 62: Phân biệt reading a book với looking for a book trên kệ.
63,9,Question 63,/listening/part1/dataset01/q63.mp3,,,63,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q63.jpg,"Part 1 – Mẹo 63: Khi người đứng trước kệ sách, không mặc định họ đang reading."
64,1,Question 64,/listening/part1/dataset01/q64.mp3,,,64,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q64.jpg,"Part 1 – Mẹo 64: Với ảnh phòng học, chú ý writing, reading, listening và talking."
65,13,Question 65,/listening/part1/dataset01/q65.mp3,,,65,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q65.jpg,Part 1 – Mẹo 65: Phân biệt writing on paper với typing on a computer.
66,5,Question 66,/listening/part1/dataset01/q66.mp3,,,66,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q66.jpg,"Part 1 – Mẹo 66: Khi có bảng, chú ý writing on the board hoặc looking at the board."
67,9,Question 67,/listening/part1/dataset01/q67.mp3,,,67,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q67.jpg,"Part 1 – Mẹo 67: Với ảnh họp, chú ý sitting around a table và discussing."
68,17,Question 68,/listening/part1/dataset01/q68.mp3,,,68,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q68.jpg,Part 1 – Mẹo 68: Không chọn talking nếu hình không thể hiện rõ người đang nói.
69,1,Question 69,/listening/part1/dataset01/q69.mp3,,,69,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q69.jpg,"Part 1 – Mẹo 69: Nếu người đang nhìn tài liệu, phân biệt reading với holding a document."
70,5,Question 70,/listening/part1/dataset01/q70.mp3,,,70,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q70.jpg,Part 1 – Mẹo 70: Chú ý tay của nhân vật để xác định chính xác hành động.
71,17,Question 71,/listening/part1/dataset01/q71.mp3,,,71,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q71.jpg,"Part 1 – Mẹo 71: Với ảnh thiên nhiên, chú ý người đang walking, hiking hoặc looking at the scenery."
72,5,Question 72,/listening/part1/dataset01/q72.mp3,,,72,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q72.jpg,Part 1 – Mẹo 72: Phân biệt standing near với standing on một vị trí.
73,1,Question 73,/listening/part1/dataset01/q73.mp3,,,73,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q73.jpg,"Part 1 – Mẹo 73: Với cầu thang, chú ý walking up, walking down hoặc standing on the stairs."
74,13,Question 74,/listening/part1/dataset01/q74.mp3,,,74,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q74.jpg,"Part 1 – Mẹo 74: Với thang máy, phân biệt entering, exiting và waiting."
75,5,Question 75,/listening/part1/dataset01/q75.mp3,,,75,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q75.jpg,"Part 1 – Mẹo 75: Với cửa ra vào, chú ý hướng di chuyển của người."
76,5,Question 76,/listening/part1/dataset01/q76.mp3,,,76,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q76.jpg,"Part 1 – Mẹo 76: Với ảnh đường phố, chú ý crossing, walking along và waiting."
77,9,Question 77,/listening/part1/dataset01/q77.mp3,,,77,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q77.jpg,Part 1 – Mẹo 77: Không nhầm crossing the street với walking beside the street.
78,9,Question 78,/listening/part1/dataset01/q78.mp3,,,78,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q78.jpg,"Part 1 – Mẹo 78: Với người mang túi, phân biệt carrying a bag với placing a bag."
79,5,Question 79,/listening/part1/dataset01/q79.mp3,,,79,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q79.jpg,"Part 1 – Mẹo 79: Với hành lý, chú ý carrying, pulling hoặc loading luggage."
81,9,Question 81,/listening/part1/dataset01/q81.mp3,,,81,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q81.jpg,"Part 1 – Mẹo 81: Với ảnh phòng làm việc, xác định hoạt động chính trước rồi mới chú ý vật phụ."
82,1,Question 82,/listening/part1/dataset01/q82.mp3,,,82,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q82.jpg,Part 1 – Mẹo 82: Đáp án đúng thường mô tả hành động hoặc vị trí nổi bật nhất trong ảnh.
83,13,Question 83,/listening/part1/dataset01/q83.mp3,,,83,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q83.jpg,Part 1 – Mẹo 83: Cẩn thận với đáp án đúng một phần nhưng sai hành động chính.
84,9,Question 84,/listening/part1/dataset01/q84.mp3,,,84,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q84.jpg,"Part 1 – Mẹo 84: Nếu hai đáp án cùng nhắc một vật, hãy so sánh động từ."
85,13,Question 85,/listening/part1/dataset01/q85.mp3,,,85,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q85.jpg,"Part 1 – Mẹo 85: Nếu hai đáp án cùng nhắc một người, hãy so sánh hành động và vị trí."
86,1,Question 86,/listening/part1/dataset01/q86.mp3,,,86,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q86.jpg,"Part 1 – Mẹo 86: Khi nghe câu mô tả, hãy kiểm tra chủ ngữ có khớp với người trong ảnh không."
145,10,Part 2 - Question Response 045,/listening/part2/dataset01/q45.mp3,,,45,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 45: Đừng nhầm Why với What for; cả hai đều có thể hỏi mục đích.
80,17,Question 80,/listening/part1/dataset01/q80.mp3,,,80,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q80.jpg,"Part 1 – Mẹo 80: Khi có vali có bánh xe, chú ý động tác pulling thay vì carrying."
87,17,Question 87,/listening/part1/dataset01/q87.mp3,,,87,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q87.jpg,"Part 1 – Mẹo 87: Phân biệt he, she, they và people dựa vào số lượng người trong ảnh."
88,5,Question 88,/listening/part1/dataset01/q88.mp3,,,88,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q88.jpg,Part 1 – Mẹo 88: Không chọn câu dùng they nếu ảnh chỉ có một người.
89,9,Question 89,/listening/part1/dataset01/q89.mp3,,,89,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q89.jpg,Part 1 – Mẹo 89: Không chọn câu dùng a man hoặc a woman nếu giới tính không phù hợp với ảnh.
90,1,Question 90,/listening/part1/dataset01/q90.mp3,,,90,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q90.jpg,"Part 1 – Mẹo 90: Khi ảnh có nhiều người, chú ý xem hành động được mô tả thuộc ai."
91,13,Question 91,/listening/part1/dataset01/q91.mp3,,,91,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q91.jpg,Part 1 – Mẹo 91: Cẩn thận với đáp án mô tả đúng địa điểm nhưng sai hành động.
92,1,Question 92,/listening/part1/dataset01/q92.mp3,,,92,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q92.jpg,Part 1 – Mẹo 92: Cẩn thận với đáp án mô tả đúng đồ vật nhưng sai vị trí.
93,13,Question 93,/listening/part1/dataset01/q93.mp3,,,93,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q93.jpg,Part 1 – Mẹo 93: Cẩn thận với đáp án mô tả đúng người nhưng sai tư thế.
94,13,Question 94,/listening/part1/dataset01/q94.mp3,,,94,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q94.jpg,Part 1 – Mẹo 94: Cẩn thận với đáp án dùng từ đồng nghĩa nhưng thay đổi ý nghĩa hành động.
95,5,Question 95,/listening/part1/dataset01/q95.mp3,,,95,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q95.jpg,"Part 1 – Mẹo 95: Khi nghe nhanh, hãy bắt động từ chính trước các chi tiết phụ."
96,5,Question 96,/listening/part1/dataset01/q96.mp3,,,96,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q96.jpg,"Part 1 – Mẹo 96: Nếu bỏ lỡ một từ, dùng hình ảnh và phần còn lại của câu để kiểm tra."
97,13,Question 97,/listening/part1/dataset01/q97.mp3,,,97,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q97.jpg,"Part 1 – Mẹo 97: Không cần hiểu từng từ; chỉ cần xác định đúng người, hành động và vị trí."
98,5,Question 98,/listening/part1/dataset01/q98.mp3,,,98,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q98.jpg,"Part 1 – Mẹo 98: Nếu câu nghe có vẻ hợp lý nhưng không khớp hình, luôn ưu tiên hình ảnh."
99,13,Question 99,/listening/part1/dataset01/q99.mp3,,,99,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q99.jpg,"Part 1 – Mẹo 99: Đáp án Part 1 phải là mô tả trực tiếp về hình, không phải suy luận về câu chuyện."
100,5,Question 100,/listening/part1/dataset01/q100.mp3,,,100,2026-08-09 17:24:00.807443,2026-08-09 17:24:00.807443,/listening/part1/images/q10.jpg,Part 1 – Mẹo 100: Quy trình nhanh: xác định chủ thể → hành động → vị trí → loại đáp án sai → chọn câu khớp nhất.
307,4,Part 4 - Talk 07 - Weather Report,/listening/part4/dataset01/g007.mp3,0.00,,7,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Why: tìm các từ because, due to, since và therefore để xác định nguyên nhân."
201,3,Part 3 - Conversation 01,/listening/part3/dataset01/g001.mp3,0.00,,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,Part 3 – Main idea: nghe câu đầu để xác định chủ đề chính của cuộc hội thoại.
311,4,Part 4 - Talk 11 - Library Announcement,/listening/part4/dataset01/g011.mp3,0.00,,11,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Opening clue: câu đầu thường cho biết loại bài nói và bối cảnh.
318,4,Part 4 - Talk 18 - Hotel Notice,/listening/part4/dataset01/g018.mp3,0.00,,18,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Duration: for, during, throughout và until giúp xác định thời lượng."
319,4,Part 4 - Talk 19 - Store Advertisement,/listening/part4/dataset01/g019.mp3,0.00,,19,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Frequency: daily, weekly, monthly, regularly giúp xác định tần suất."
203,3,Part 3 - Conversation 03,/listening/part3/dataset01/g003.mp3,0.00,,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,"Part 3 – Location: nghe các từ chỉ địa điểm như office, store, station, room để xác định nơi chốn."
320,4,Part 4 - Talk 20 - Company Training,/listening/part4/dataset01/g020.mp3,0.00,,20,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Sequence: first, next, then, finally giúp theo dõi trình tự thông tin."
117,2,Part 2 - Question Response 017,/listening/part2/dataset01/q17.mp3,,,17,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 17: Với Whom, câu trả lời thường chỉ người nhận hoặc đối tượng của hành động."
