id,category_id,title,content,display_order,created_at,updated_at,test_id
128,4,Đại từ phản thân,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
129,4,Đại từ chỉ định,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
130,4,Đại từ bất định cơ bản,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
131,4,Phân biệt các loại đại từ,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
132,5,Động từ là gì?,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
133,5,Động từ thường,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
134,5,Động từ Be,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
135,5,Động từ Have,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
136,5,Động từ Do,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
137,5,Nội động từ,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
138,5,Ngoại động từ,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
139,5,Động từ chỉ hành động,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
140,5,Động từ chỉ trạng thái,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
141,5,Động từ chính và trợ động từ,,10,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
142,6,Tính từ là gì?,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
143,6,Tính từ đứng trước danh từ,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
144,6,Tính từ đứng sau động từ Be,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
145,6,Tính từ sau linking verbs,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
146,6,Tính từ chỉ tính chất,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
147,6,Tính từ chỉ cảm xúc,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
148,6,Vị trí của nhiều tính từ,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
149,6,Phân biệt tính từ -ed và -ing,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
150,7,Trạng từ là gì?,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
151,7,Trạng từ chỉ cách thức,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
152,7,Trạng từ chỉ thời gian,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
153,7,Trạng từ chỉ nơi chốn,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
154,7,Trạng từ chỉ tần suất,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
155,7,Trạng từ chỉ mức độ,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
156,7,Vị trí của trạng từ trong câu,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
157,7,Cách thành lập trạng từ,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
158,8,Mạo từ là gì?,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
159,8,Cách sử dụng A,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
160,8,Cách sử dụng AN,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
161,8,Cách sử dụng THE,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
162,8,Phân biệt A và AN,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
163,8,Trường hợp không dùng mạo từ,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
164,8,Mạo từ với danh từ số ít,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
165,8,Mạo từ với danh từ số nhiều,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
166,8,Mạo từ với danh từ không đếm được,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
167,9,Giới từ là gì?,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
168,9,Giới từ IN,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
169,9,Giới từ ON,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
170,9,Giới từ AT,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
171,9,Giới từ FROM,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
172,9,Giới từ TO,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
173,9,Giới từ FOR,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
174,9,Giới từ WITH,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
175,9,Giới từ BY,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
176,9,Giới từ ABOUT,,10,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
177,9,Giới từ OF,,11,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
178,9,"Phân biệt IN, ON và AT",,12,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
179,10,Liên từ là gì?,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
180,10,Liên từ AND,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
181,10,Liên từ BUT,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
182,10,Liên từ OR,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
183,10,Liên từ SO,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
184,10,Liên từ BECAUSE,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
185,10,Liên từ ALTHOUGH,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
186,10,Phân biệt các liên từ cơ bản,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
187,11,Cấu trúc thì hiện tại đơn,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
188,11,Cách sử dụng thì hiện tại đơn,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
189,11,Động từ TO BE ở hiện tại đơn,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
190,11,Động từ thường ở hiện tại đơn,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
191,11,Quy tắc thêm S và ES,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
192,11,Quy tắc đổi Y thành IES,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
193,11,Câu phủ định hiện tại đơn,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
194,11,Câu nghi vấn hiện tại đơn,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
195,11,Trạng từ tần suất với hiện tại đơn,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
196,11,Dấu hiệu nhận biết hiện tại đơn,,10,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
197,12,Cấu trúc thì hiện tại tiếp diễn,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
198,12,Cách sử dụng hiện tại tiếp diễn,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
199,12,Cách thêm -ING,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
200,12,Câu phủ định hiện tại tiếp diễn,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
201,12,Câu nghi vấn hiện tại tiếp diễn,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
202,12,Dấu hiệu nhận biết hiện tại tiếp diễn,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
203,12,Động từ không thường dùng ở tiếp diễn,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
204,12,Phân biệt hiện tại đơn và hiện tại tiếp diễn,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
205,13,Cấu trúc thì quá khứ đơn,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
206,13,Cách sử dụng thì quá khứ đơn,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
207,13,Động từ có quy tắc ở quá khứ,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
208,13,Quy tắc thêm -ED,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
209,13,Động từ bất quy tắc,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
210,13,Động từ TO BE ở quá khứ,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
211,13,Câu phủ định quá khứ đơn,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
212,13,Câu nghi vấn quá khứ đơn,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
213,13,Dấu hiệu nhận biết quá khứ đơn,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
214,13,Phân biệt quá khứ đơn và hiện tại đơn,,10,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
215,14,Tương lai với WILL,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
216,14,Cấu trúc WILL + V,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
217,14,Cách sử dụng WILL,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
218,14,Câu phủ định với WILL,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
219,14,Câu nghi vấn với WILL,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
220,14,Tương lai với BE GOING TO,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
221,14,Cấu trúc BE GOING TO + V,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
222,14,Cách sử dụng BE GOING TO,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
223,14,Phân biệt WILL và BE GOING TO,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
224,15,Khái niệm về so sánh,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
225,15,So sánh bằng AS...AS,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
226,15,So sánh hơn với tính từ ngắn,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
227,15,So sánh hơn với tính từ dài,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
228,15,Quy tắc thêm -ER,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
229,15,Cách sử dụng MORE,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
230,15,So sánh nhất với tính từ ngắn,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
231,15,So sánh nhất với tính từ dài,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
232,15,Cách sử dụng MOST,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
233,15,Tính từ so sánh bất quy tắc,,10,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
234,16,Từ chỉ số lượng là gì?,,1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
235,16,SOME,,2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
236,16,ANY,,3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
237,16,MUCH,,4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
238,16,MANY,,5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
239,16,A LOT OF và LOTS OF,,6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
240,16,FEW và A FEW,,7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
241,16,LITTLE và A LITTLE,,8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
242,16,Phân biệt MUCH và MANY,,9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
243,16,Phân biệt FEW và LITTLE,,10,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
